HTH_1	60	D568_RS0106375	297	1.1e-17	1	60	5	64	0.9833333333333333
LysR_substrate	209	D568_RS0106375	297	2.7e-49	2	206	86	289	0.9760765550239234
FecR	96	D568_RS0106385	522	1.7e-10	9	96	146	228	0.90625
Pyr_redox_2	292	D568_RS0106395	769	8.5e-07	2	177	21	56	0.5993150684931506
SBP_bac_1	315	D568_RS0106450	386	9.3e-09	12	147	21	154	0.42857142857142855
HTH_IclR	52	D568_RS0106455	259	3.9e-10	1	51	16	66	0.9615384615384616
IclR	129	D568_RS0106455	259	1.1e-18	5	128	134	255	0.9534883720930233
Response_reg	112	D568_RS0106480	214	2e-28	1	112	4	116	0.9910714285714286
GerE	57	D568_RS0106480	214	6.7e-17	2	57	150	205	0.9649122807017544
GntR	64	D568_RS0106520	246	4.2e-17	4	64	22	82	0.9375
AraC_binding	136	D568_RS0106555	285	1.2e-06	12	132	30	150	0.8823529411764706
HTH_18	81	D568_RS0106555	285	7.7e-24	2	79	202	278	0.9506172839506173
GntR	64	D568_RS0106570	201	1e-20	3	64	11	71	0.953125
Sigma70_r2	71	D568_RS21020	189	1.6e-15	1	70	33	100	0.971830985915493
Sigma70_r4	50	D568_RS21020	189	1.8e-05	2	50	135	183	0.96
SBP_bac_3	225	D568_RS21025	624	1.3e-21	2	223	88	300	0.9822222222222222
HATPase_c	111	D568_RS21025	624	3.5e-06	5	51	484	530	0.4144144144144144
