HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH92.hmm	491	FG27_RS08040	789	6.4e-186	2	491	284	780	0.9959266802443992
GH92.hmm	491	FG27_RS08045	764	4.7e-187	2	491	237	745	0.9959266802443992
GH43_34.hmm	280	FG27_RS08050	341	9.5e-111	1	279	44	322	0.9928571428571429
AA3.hmm	618	FG27_RS08060	575	4.1e-64	80	403	2	572	0.5226537216828478
GH125.hmm	402	FG27_RS08070	477	1.3e-183	1	401	66	465	0.9950248756218906
CBM32.hmm	124	FG27_RS08080	266	6.6e-18	10	115	139	249	0.8467741935483871
GH92.hmm	491	FG27_RS08095	765	4.2e-169	2	491	238	743	0.9959266802443992
GH92.hmm	491	FG27_RS08105	695	4.3e-103	13	491	220	669	0.9735234215885947
GH177.hmm	347	FG27_RS08115	492	1e-21	2	254	47	300	0.7262247838616714
GH92.hmm	491	FG27_RS08135	734	1.5e-148	14	484	258	730	0.9572301425661914
GH76.hmm	358	FG27_RS08140	388	1e-86	22	329	60	371	0.8575418994413407
GH2.hmm	752	FG27_RS08155	605	5e-101	24	413	52	508	0.5172872340425532
GH92.hmm	491	FG27_RS08165	786	3.2e-144	2	491	259	778	0.9959266802443992
