HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH43_16.hmm	311	CCEL_RS06160	535	4.3e-105	3	310	31	314	0.9871382636655949
CBM6.hmm	138	CCEL_RS06160	535	1.4e-41	16	137	336	459	0.8768115942028986
GH10.hmm	303	CCEL_RS06165	541	1.9e-78	28	301	56	325	0.900990099009901
CBM6.hmm	138	CCEL_RS06165	541	2.9e-37	17	137	347	468	0.8695652173913043
GH43_29.hmm	278	CCEL_RS06170	524	3.4e-125	1	277	26	307	0.9928057553956835
CBM6.hmm	138	CCEL_RS06170	524	8e-42	17	138	330	452	0.8768115942028986
CE1.hmm	227	CCEL_RS06175	490	3e-55	1	219	64	277	0.960352422907489
CBM6.hmm	138	CCEL_RS06175	490	9e-44	16	136	300	421	0.8695652173913043
GH43_10.hmm	271	CCEL_RS06180	746	1.3e-93	1	271	36	300	0.996309963099631
CBM91.hmm	200	CCEL_RS06180	746	2e-31	5	198	344	535	0.965
CBM6.hmm	138	CCEL_RS06180	746	8.8e-39	16	137	553	675	0.8768115942028986
GH62.hmm	278	CCEL_RS06185	536	8.2e-83	20	276	46	294	0.920863309352518
CBM6.hmm	138	CCEL_RS06185	536	2.9e-36	14	137	339	463	0.8913043478260869
GH43_29.hmm	278	CCEL_RS06190	509	1.4e-121	1	278	26	297	0.9964028776978417
CBM6.hmm	138	CCEL_RS06190	509	8.8e-44	16	138	318	441	0.8840579710144928
GH146.hmm	503	CCEL_RS06195	955	1.6e-191	1	503	42	550	0.9980119284294234
CBM22.hmm	131	CCEL_RS06195	955	5.2e-35	1	131	651	782	0.9923664122137404
GH27.hmm	229	CCEL_RS06200	604	1e-93	4	228	136	373	0.9781659388646288
CBM6.hmm	138	CCEL_RS06200	604	1.1e-42	17	137	408	529	0.8695652173913043
GH59.hmm	631	CCEL_RS06205	1122	1.9e-211	4	631	46	775	0.993660855784469
CBM6.hmm	138	CCEL_RS06205	1122	4.5e-40	17	137	928	1049	0.8695652173913043
GH2.hmm	752	CCEL_RS06210	1015	5.2e-133	30	607	49	743	0.7672872340425532
CBM6.hmm	138	CCEL_RS06210	1015	1.4e-43	14	137	819	943	0.8913043478260869
GH62.hmm	278	CCEL_RS06215	780	1.9e-82	20	276	46	294	0.920863309352518
CBM6.hmm	138	CCEL_RS06215	780	9.6e-36	13	136	338	462	0.8913043478260869
CE6.hmm	99	CCEL_RS06215	780	4.2e-31	1	99	611	703	0.98989898989899
GH95.hmm	722	CCEL_RS06220	1164	2.1e-259	17	717	75	797	0.9695290858725761
CBM32.hmm	124	CCEL_RS06220	1164	9.2e-27	5	122	830	954	0.9435483870967742
CBM6.hmm	138	CCEL_RS06220	1164	7.1e-40	18	137	973	1093	0.8623188405797102
GH30_8.hmm	342	CCEL_RS06225	658	9.5e-148	2	340	35	378	0.9883040935672515
CBM6.hmm	138	CCEL_RS06225	658	4.5e-41	18	138	437	558	0.8695652173913043
