Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
CCEL_RS06160	ACL75585.1|CBM6|GH43_16	100	504	0	0	1	504	1	504	0.0	1034
CCEL_RS06165	ACL75586.1|CBM6|GH10	100	541	0	0	1	541	1	541	0.0	1065
CCEL_RS06170	ACL75587.1|CBM6|GH43_29	100	495	0	0	1	495	1	495	0.0	1033
CCEL_RS06175	ACL75588.1|CBM6|CE0	100	465	0	0	1	465	1	465	0.0	963
CCEL_RS06180	ACL75589.1|CBM6|GH43_10	100	746	0	0	1	746	1	746	0.0	1478
CCEL_RS06185	ACL75590.1|CBM6|GH62	100	536	0	0	1	536	1	536	0.0	1040
CCEL_RS06190	ACL75591.1|CBM6|GH43_29	100	484	0	0	1	484	1	484	0.0	1013
CCEL_RS06195	ACL75592.1|CBM22|GH146	100	955	0	0	1	955	1	955	0.0	1855
CCEL_RS06200	ACL75593.1|CBM6|GH27|3.2.1.22	100	604	0	0	1	604	1	604	0.0	1174
CCEL_RS06205	ACL75594.1|CBM6|GH59	100	1122	0	0	1	1122	1	1122	0.0	2194
CCEL_RS06210	ACL75595.1|CBM6|GH2	100	1015	0	0	1	1015	1	1015	0.0	1991
CCEL_RS06215	ACL75596.1|CBM6|CE6|GH62	100	780	0	0	1	780	1	780	0.0	1558
CCEL_RS06220	ACL75597.1|CBM32|CBM6|GH95	100	1164	0	0	1	1164	1	1164	0.0	2310
CCEL_RS06225	ACL75598.1|CBM6|GH30_8	100	629	0	0	1	629	1	629	0.0	1201
