CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	NC_021020	FPR_RS08620	2739	4904	-	GH36| GH36
CGC1	TC	NC_021020	FPR_RS08625	4901	5581	-	9.B.28.1.2
CGC1	CAZyme	NC_021020	FPR_RS08630	5619	6809	-	 GH130|GH130
CGC1	null	NC_021020	FPR_RS08635	6796	7977	-	null
CGC1	CAZyme	NC_021020	FPR_RS08640	8120	9139	-	 GH130|GH130
CGC1	TC	NC_021020	FPR_RS08645	9392	10237	-	3.A.1.1.34
CGC1	TC	NC_021020	FPR_RS08650	10254	11201	-	3.A.1.1.28
CGC1	STP	NC_021020	FPR_RS08655	11273	12685	-	SBP_bac_1
CGC1	TF	NC_021020	FPR_RS08660	13081	14067	+	LacI
CGC1	CAZyme	NC_021020	FPR_RS08665	14184	15296	-	CE2| CE2
CGC1	CAZyme	NC_021020	FPR_RS08670	15569	16498	+	GH113| GH113
CGC1	CAZyme	NC_021020	FPR_RS08675	16495	17574	+	CBM35inCE17| CE17| CBM35inCE17|CE17
CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	NC_021020	FPR_RS08620	2739	4904	-	GH36
CGC1	TC	NC_021020	FPR_RS08625	4901	5581	-	9.B.28.1.2
CGC1	CAZyme	NC_021020	FPR_RS08630	5619	6809	-	GH130_1
CGC1	null	NC_021020	FPR_RS08635;Parent	6796	7977	-	null
CGC1	CAZyme	NC_021020	FPR_RS08640	8120	9139	-	GH130_2
CGC1	TC	NC_021020	FPR_RS08645	9392	10237	-	3.A.1.1.34
CGC1	TC	NC_021020	FPR_RS08650	10254	11201	-	3.A.1.1.28
CGC1	STP	NC_021020	FPR_RS08655	11273	12685	-	SBP_bac_1
CGC1	TF	NC_021020	FPR_RS08660	13081	14067	+	LacI
CGC1	CAZyme	NC_021020	FPR_RS08665	14184	15296	-	CE2
CGC1	CAZyme	NC_021020	FPR_RS08670	15569	16498	+	GH113
CGC1	CAZyme	NC_021020	FPR_RS08675	16495	17574	+	CE17|CBM35inCE17|CBM35inCE17
