Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	#ofTools
BVU_RS00895	-	GH78(92-591)	GH78_e14	GH78	3
BVU_RS00900	-	CE15(44-425)	CE15_e0	CE15	3
BVU_RS00905	-	PL11(56-617)	PL11_e1	PL11	3
BVU_RS00910	-|-	GH106(37-707)+GH28(735-1068)	GH106_e10+GH28_e7	GH106+GH28	3
BVU_RS00915	3.2.1.172:1	GH105(55-374)	GH105_e17	GH105	3
BVU_RS00920	-	GH42(49-423)	GH42_e27	GH42	3
BVU_RS00925	3.2.1.55:2|3.2.1.55:1|-	GH43_18(67-301)+GH43_34(318-611)+CBM32(679-783)	GH43_e84+GH43_e191+CBM32_e123	CBM32+GH43_18+GH43_34	3
BVU_RS00930	3.2.1.23:1	GH2(19-762)	GH2_e125	GH2	3
BVU_RS00935	-	CE12(174-379)	CE12_e37	CE12	3
BVU_RS00940	3.2.1.173:1	GH28(80-446)	GH28_e139	GH28	3
BVU_RS00955	3.2.1.173:1	GH28(48-394)	GH28_e34	GH28	3
BVU_RS00960	3.2.1.174:1	GH106(19-915)	GH106_e0	GH106	3
