CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	NZ_CAWLDM010000001	ACI5KW_RS26525	6671	7639	+	GH117
CGC1	CAZyme	NZ_CAWLDM010000001	ACI5KW_RS26530	7936	11763	-	CE20|GH95
CGC1	null	NZ_CAWLDM010000001	ACI5KW_RS26535;Parent	12049	13536	-	null
CGC1	null	NZ_CAWLDM010000001	ACI5KW_RS26540;Parent	13586	14980	-	null
CGC1	CAZyme	NZ_CAWLDM010000001	ACI5KW_RS26545	15236	16462	-	CE7
CGC1	CAZyme	NZ_CAWLDM010000001	ACI5KW_RS26550	16844	18370	-	CE20
CGC1	null	NZ_CAWLDM010000001	ACI5KW_RS26555;Parent	18653	20494	-	null
CGC1	null	NZ_CAWLDM010000001	ACI5KW_RS26560;Parent	20689	21333	-	null
CGC1	null	NZ_CAWLDM010000001	ACI5KW_RS26565;Parent	21701	23086	-	null
CGC1	CAZyme	NZ_CAWLDM010000001	ACI5KW_RS26570	23071	24255	-	GH168
CGC1	null	NZ_CAWLDM010000001	ACI5KW_RS26575;Parent	24326	26569	-	null
CGC1	null	NZ_CAWLDM010000001	ACI5KW_RS26580;Parent	26638	26859	-	null
CGC1	null	NZ_CAWLDM010000001	ACI5KW_RS26585;Parent	26918	28000	+	null
CGC1	TC	NZ_CAWLDM010000001	ACI5KW_RS26590	27987	29336	+	9.B.97.5.2
