Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
CAWLDL010000001_1	QDV41120.1|GH117	76.0	313	68	2	12	321	12	320	3.58e-178	500
CAWLDL010000001_2	QDT08292.1|CBM38	68.7	386	114	3	1	385	791	1170	2.07e-183	545
CAWLDL010000001_3	QDT08286.1|GH95	79.2	822	171	0	2	823	13	834	0.0	1390
CAWLDL010000001_4	ASV75032.1|GH116	40.5	1115	631	18	36	1129	12	1115	1.84e-267	789
CAWLDL010000001_7	QDT00985.1|CE20	65.0	472	152	2	1	459	40	511	2.93e-234	655
CAWLDL010000001_8	QDT08292.1|CBM38	60.1	421	146	3	1	416	767	1170	8.47e-172	517
CAWLDL010000001_12	QDT00974.1|GH95	71.7	658	181	1	2	654	142	799	0.0	999
CAWLDL010000001_21	QDT13065.1|GH95	65.4	768	264	2	651	1418	17	782	0.0	1087
CAWLDL010000001_23	QDV41143.1|GH95	75.4	889	215	2	5	889	119	1007	0.0	1376
CAWLDL010000001_28	QDU86686.1|GH29	66.6	407	129	2	1	405	57	458	1.82e-202	571
CAWLDL010000001_30	ANW94862.1|GH115	67.0	706	223	4	70	766	16	720	0.0	993
