Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	#ofTools
CAWLDL010000001_1	-|-	GH117(55-198)+GH117(171-275)	GH117_e10+GH117_e10	GH117	3
CAWLDL010000001_12	3.2.1.-:3|3.2.1.63:2	GH95(3-638)	GH95_e1	GH95	3
CAWLDL010000001_16	-	GH177(44-237)	-	-	1
CAWLDL010000001_21	-	GH95(730-1340)	GH95_e23	GH95	3
CAWLDL010000001_23	3.2.1.63:5|3.2.1.51:1	GH95(45-756)	GH95_e0	GH95	3
CAWLDL010000001_25	-	CE19(2-153)+CBM51(551-644)	CBM51_e1	-	2
CAWLDL010000001_28	-	GH29(2-284)	GH29_e15	GH29	3
CAWLDL010000001_3	3.2.1.-:3|3.2.1.63:2	GH95(50-808)	GH95_e1	GH95	3
CAWLDL010000001_30	-	GH115(73-700)	GH115_e2	GH115	3
CAWLDL010000001_4	-	GH116(720-973)	GH116_e7	GH116	3
CAWLDL010000001_7	-	CE20(70-347)	CE20_e15	CE20	3
CAWLDL010000001_2	-	-	-	CBM38	1
CAWLDL010000001_8	-	-	-	CBM38	1
