Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
AX660_RS08785	QHJ11600.1|GH16_13	64.2	447	159	1	49	495	41	486	2.17e-220	621
AX660_RS08795	QGJ68845.1|GH16_17	57.7	456	187	1	30	479	24	479	2.49e-194	572
AX660_RS08805	QHJ11579.1|GH127	75.9	660	158	1	1	660	1	659	0.0	1087
AX660_RS08830	QEP52094.1|GH16_13	100	327	0	0	1	327	32	358	3.80e-255	696
AX660_RS08835	QEP52095.1|GH167	100	810	0	0	1	810	1	810	0.0	1643
AX660_RS08845	AIY13955.1|GH82	52.2	425	173	8	139	557	38	438	2.49e-136	411
AX660_RS08860	QEP52096.1|GH16_13	100	463	0	0	1	463	1	463	0.0	956
AX660_RS08865	QEP52097.1|GH16_17	100	322	0	0	1	322	1	322	2.03e-249	680
AX660_RS08920	QEP52098.1|GH16_13	100	349	0	0	1	349	1	349	8.58e-276	749
AX660_RS08930	BAX82390.1|GH16_3	41.6	454	247	9	24	469	28	471	6.64e-112	352
