Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
CCEL_RS03700	AAB41452.1|GH48|3.2.1.176	100	698	0	0	1	698	1	698	0.0	1453
CCEL_RS03705	ACL75109.1|GH8|3.2.1.4	100	460	0	0	1	460	1	460	0.0	893
CCEL_RS03710	ACL75110.1|CBM3|GH9|3.2.1.4	100	725	0	0	1	725	1	725	0.0	1447
CCEL_RS03715	AAA73869.2|CBM4|GH9|3.2.1.-	100	885	0	0	1	885	1	885	0.0	1758
CCEL_RS03725	ACL75113.1|CBM3|GH9|3.2.1.4	100	714	0	0	1	714	1	714	0.0	1490
CCEL_RS03730	ACL75114.1|CBM3|GH9|3.2.1.4	100	727	0	0	1	727	1	727	0.0	1540
CCEL_RS03735	ACL75115.1|GH5_17|3.2.1.78	100	424	0	0	1	424	1	424	4.24e-305	830
CCEL_RS03740	ACL75116.1|GH9|3.2.1.4	100	526	0	0	1	526	1	526	0.0	1039
CCEL_RS03745	ACL75117.1|PL11_1|4.2.2.23	100	670	0	0	1	670	7	676	0.0	1334
CCEL_RS03750	ACL75118.1|GH5_1|3.2.1.4	100	511	0	0	1	511	1	511	0.0	1089
