HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH48.hmm	611	CCEL_RS03700	722	4.4e-295	1	611	38	655	0.9983633387888707
GH8.hmm	320	CCEL_RS03705	460	2.4e-91	2	319	65	384	0.990625
GH9.hmm	418	CCEL_RS03710	725	3.3e-140	1	418	40	469	0.9976076555023924
CBM3.hmm	88	CCEL_RS03710	725	7.3e-21	5	88	498	581	0.9431818181818182
CBM4.hmm	126	CCEL_RS03715	885	2.2e-36	1	125	34	170	0.9841269841269841
GH9.hmm	418	CCEL_RS03715	885	1e-125	2	418	312	806	0.9952153110047847
cohesin.hmm	134	CCEL_RS03720	230	3e-39	2	132	93	222	0.9701492537313433
GH9.hmm	418	CCEL_RS03725	737	1.3e-128	1	418	37	491	0.9976076555023924
GH9.hmm	418	CCEL_RS03730	757	2.8e-140	1	418	39	512	0.9976076555023924
CBM3.hmm	88	CCEL_RS03730	757	1.5e-23	1	88	538	630	0.9886363636363636
GH5_17.hmm	292	CCEL_RS03735	424	1.3e-187	1	291	111	401	0.9931506849315068
GH9.hmm	418	CCEL_RS03740	526	6.5e-132	1	418	35	454	0.9976076555023924
PL11.hmm	606	CCEL_RS03745	670	1.7e-306	2	593	24	616	0.9752475247524752
GH5_1.hmm	310	CCEL_RS03750	534	1.1e-119	1	310	48	417	0.9967741935483871
