CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	NZ_CAWLDM010000001	ACI5KW_RS05160	4895	7288	+	GH3
CGC1	CAZyme	NZ_CAWLDM010000001	ACI5KW_RS05165	7362	10172	+	GH95
CGC1	CAZyme	NZ_CAWLDM010000001	ACI5KW_RS05170	10265	11686	+	GH29
CGC1	null	NZ_CAWLDM010000001	ACI5KW_RS05175;Parent	11688	11915	+	null
CGC1	CAZyme	NZ_CAWLDM010000001	ACI5KW_RS05180	11974	13629	-	GH172
CGC1	null	NZ_CAWLDM010000001	ACI5KW_RS05185;Parent	13632	15188	-	null
CGC1	null	NZ_CAWLDM010000001	ACI5KW_RS05190;Parent	15185	16735	-	null
CGC1	TF	NZ_CAWLDM010000001	ACI5KW_RS05200	17232	18368	-	HTH_AraC|HTH_AraC
CGC1	null	NZ_CAWLDM010000001	ACI5KW_RS05205;Parent	18786	19397	+	null
CGC1	null	NZ_CAWLDM010000001	ACI5KW_RS05210;Parent	19431	20540	+	null
CGC1	null	NZ_CAWLDM010000001	ACI5KW_RS05215;Parent	20540	21610	+	null
CGC1	null	NZ_CAWLDM010000001	ACI5KW_RS05220;Parent	21607	22458	+	null
CGC1	TC	NZ_CAWLDM010000001	ACI5KW_RS05225	22534	24288	+	2.A.35.2.2
