CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	NC_007181	SACI_RS01435	1	1482	-	 GT35|GT35
CGC1	null	NC_007181	SACI_RS01440	1725	2975	-	null
CGC1	null	NC_007181	SACI_RS01445	3165	4184	-	null
CGC1	null	NC_007181	SACI_RS01450	4468	4776	+	null
CGC1	null	NC_007181	SACI_RS01455	4808	5650	-	null
CGC1	CAZyme	NC_007181	SACI_RS01460	5833	7155	+	AA7
CGC1	null	NC_007181	SACI_RS01465	7152	7679	+	null
CGC1	null	NC_007181	SACI_RS01470	7743	8354	-	null
CGC1	null	NC_007181	SACI_RS01475	8744	9364	+	null
CGC1	null	NC_007181	SACI_RS01480	9374	9685	-	null
CGC1	null	NC_007181	SACI_RS01485	9826	10380	-	null
CGC1	null	NC_007181	SACI_RS01490	10349	11749	-	null
CGC1	TC	NC_007181	SACI_RS01495	11964	13961	-	4.C.1.1.6
CGC2	TC	NC_007181	SACI_RS11520	102780	103715	-	9.B.125.2.1
CGC2	null	NC_007181	SACI_RS02010	103670	104428	-	null
CGC2	STP	NC_007181	SACI_RS02015	104443	105822	+	CbiA
CGC2	null	NC_007181	SACI_RS02020	105845	106966	+	null
CGC2	null	NC_007181	SACI_RS02025	106935	107930	-	null
CGC2	STP	NC_007181	SACI_RS02030	107992	108399	+	CBS+CBS
CGC2	null	NC_007181	SACI_RS02035	108406	108621	+	null
CGC2	null	NC_007181	SACI_RS02040	108709	110208	+	null
CGC2	CAZyme	NC_007181	SACI_RS02050	111055	112194	+	GT0|GT39
CGC3	CAZyme	NC_007181	SACI_RS04155	446262	447329	-	GT4| GT4
CGC3	null	NC_007181	SACI_RS04160	447349	448212	+	null
CGC3	null	NC_007181	SACI_RS04165	448846	449769	-	null
CGC3	TC	NC_007181	SACI_RS04170	449912	452137	-	3.A.3.5.24
CGC3	null	NC_007181	SACI_RS11610	452130	452297	-	null
CGC3	TF	NC_007181	SACI_RS04175	452428	452937	+	HTH_11
CGC3	null	NC_007181	SACI_RS04180	452964	453242	+	null
CGC3	TC	NC_007181	SACI_RS04185	453305	455080	+	3.A.16.1.1
CGC3	null	NC_007181	SACI_RS04190	455112	455669	+	null
CGC3	null	NC_007181	SACI_RS04195	455669	456325	+	null
