Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
AXE80_RS06895	ANW96021.1|GH2	100	1075	0	0	1	1075	1	1075	0.0	2230
AXE80_RS06900	UZO81216.1|CBM13	59.1	616	239	6	12	625	12	616	4.87e-256	734
AXE80_RS06930	WDE98580.1|GH29	53.2	556	209	12	10	563	6	512	2.43e-185	553
AXE80_RS06935	QDV47445.1|GH117	43.2	482	267	5	22	501	21	497	8.02e-128	397
AXE80_RS06940	ANW96028.1|GH16_11|3.2.1.178	100	393	0	0	1	393	1	393	1.70e-302	820
AXE80_RS06945	ANW96029.1|GH117	100	416	0	0	1	416	1	416	0.0	874
AXE80_RS06950	ANW97455.1|GH16_11	100	296	0	0	1	296	1	296	1.39e-227	623
AXE80_RS06955	ANW96030.1|GH16_14	100	290	0	0	1	290	1	290	3.04e-228	624
AXE80_RS06965	ANW96032.1|GH29	100	510	0	0	1	510	1	510	0.0	1072
AXE80_RS14265	ANW96023.1|GH105|GH154	100	1016	0	0	1	1016	1	1016	0.0	2122
