Reg_prop	24	BT_4137	1360	5.4e-05	5	23	39	57	0.75
Reg_prop	24	BT_4137	1360	2.7e-06	1	23	80	102	0.9166666666666666
Reg_prop	24	BT_4137	1360	3.8e-08	1	22	298	319	0.875
Reg_prop	24	BT_4137	1360	5e-06	1	24	345	368	0.9583333333333334
Y_Y_Y	66	BT_4137	1360	6.8e-15	5	65	689	747	0.9090909090909091
HisKA	64	BT_4137	1360	1e-14	2	62	799	862	0.9375
HATPase_c	111	BT_4137	1360	7.3e-22	6	110	915	1019	0.9369369369369369
Response_reg	112	BT_4137	1360	2.7e-28	1	111	1058	1169	0.9821428571428571
HTH_18	81	BT_4137	1360	1.1e-22	1	81	1226	1305	0.9876543209876543
HTH_AraC	42	BT_4137	1360	8.6e-14	6	41	1317	1353	0.8333333333333334
