NUDIX	131	BT_0354	225	5.4e-12	7	116	16	130	0.8320610687022901
Reg_prop	24	BT_0366	1420	1.2e-05	1	23	41	63	0.9166666666666666
Reg_prop	24	BT_0366	1420	9.9e-05	2	23	322	342	0.875
Reg_prop	24	BT_0366	1420	2.5e-06	1	23	368	390	0.9166666666666666
Reg_prop	24	BT_0366	1420	2.4e-06	1	24	413	436	0.9583333333333334
Reg_prop	24	BT_0366	1420	1.2e-05	6	24	564	582	0.75
Reg_prop	24	BT_0366	1420	7.4e-09	1	24	606	629	0.9583333333333334
Y_Y_Y	66	BT_0366	1420	2.3e-21	1	65	739	803	0.9696969696969697
HisKA	64	BT_0366	1420	5.1e-12	4	64	905	967	0.9375
HATPase_c	111	BT_0366	1420	5.7e-26	2	110	1014	1133	0.972972972972973
Response_reg	112	BT_0366	1420	1.4e-27	1	112	1169	1280	0.9910714285714286
HTH_18	81	BT_0366	1420	7e-21	2	80	1336	1417	0.9629629629629629
