Y_Y_Y	66	KCP55_RS03990	918	4.4e-05	9	65	660	713	0.8484848484848485
GerE	57	KCP55_RS03990	918	2e-08	3	55	860	912	0.9122807017543859
BLUF	92	KCP55_RS04035	144	2.2e-33	1	92	1	91	0.9891304347826086
AraC_binding	136	KCP55_RS04095	124	6.5e-06	17	61	48	92	0.3235294117647059
GntR	64	KCP55_RS04120	233	2e-22	3	64	16	77	0.953125
LacI	46	KCP55_RS04135	338	2e-16	1	46	7	52	0.9782608695652174
Peripla_BP_3	164	KCP55_RS04135	338	4.6e-38	1	164	174	337	0.9939024390243902
PfkB	302	KCP55_RS04140	348	2.8e-35	1	296	1	326	0.9768211920529801
TPR_2	34	KCP55_RS04155	554	1.5e-05	3	32	121	150	0.8529411764705882
Response_reg	112	KCP55_RS04160	221	1.5e-09	1	109	5	127	0.9642857142857143
