CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	TC	NZ_CAJQES010000007	KCP55_RS03995	3271	6309	+	1.B.14.6.1
CGC1	null	NZ_CAJQES010000007	KCP55_RS04000	6320	7867	+	null
CGC1	null	NZ_CAJQES010000007	KCP55_RS04005	7879	9678	+	null
CGC1	CAZyme	NZ_CAJQES010000007	KCP55_RS04010	9723	11081	+	 GH144|GH144
CGC1	CAZyme	NZ_CAJQES010000007	KCP55_RS04015	11078	12514	+	 GH144|GH144
CGC1	null	NZ_CAJQES010000007	KCP55_RS04020	12504	13298	+	null
CGC1	CAZyme	NZ_CAJQES010000007	KCP55_RS04025	13321	15591	+	GH3| GH3
CGC1	null	NZ_CAJQES010000007	KCP55_RS04030	15631	17268	+	null
CGC1	STP	NZ_CAJQES010000007	KCP55_RS04035	17265	17699	-	BLUF
CGC1	null	NZ_CAJQES010000007	KCP55_RS04040	17924	18397	+	null
CGC1	null	NZ_CAJQES010000007	KCP55_RS04045	18509	19018	+	null
CGC1	null	NZ_CAJQES010000007	KCP55_RS04050	19680	20027	-	null
CGC1	null	NZ_CAJQES010000007	KCP55_RS04055	20066	20959	-	null
CGC1	null	NZ_CAJQES010000007	KCP55_RS04060	20964	25502	-	null
CGC1	null	NZ_CAJQES010000007	KCP55_RS04065	25763	26479	-	null
CGC1	null	NZ_CAJQES010000007	KCP55_RS04070	26499	27470	-	null
CGC1	CAZyme	NZ_CAJQES010000007	KCP55_RS04075	27677	29995	+	PL6_1|PL6| PL6_1
CGC1	CAZyme	NZ_CAJQES010000007	KCP55_RS04080	30007	32232	+	PL12| PL12
CGC1	CAZyme	NZ_CAJQES010000007	KCP55_RS04085	32481	34814	+	PL6_1|PL6| PL6_1
CGC1	CAZyme	NZ_CAJQES010000007	KCP55_RS04090	34886	37054	+	PL17| PL17_2|PL17_2
CGC1	STP	NZ_CAJQES010000007	KCP55_RS04095	37070	37444	+	AraC_binding
CGC1	null	NZ_CAJQES010000007	KCP55_RS04100	37612	38862	+	null
CGC1	null	NZ_CAJQES010000007	KCP55_RS04105	38967	40067	-	null
CGC1	TC	NZ_CAJQES010000007	KCP55_RS04110	40663	43698	+	1.B.14.6.1
CGC1	TC	NZ_CAJQES010000007	KCP55_RS04115	43725	45254	+	8.A.46.1.3
CGC1	TF	NZ_CAJQES010000007	KCP55_RS04120	45460	46161	+	GntR
CGC1	TC	NZ_CAJQES010000007	KCP55_RS04125	46280	47569	+	2.A.1.14.25
CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	TC	NZ_CAJQES010000007	KCP55_RS03995	3271	6309	+	1.B.14.6.1
CGC1	null	NZ_CAJQES010000007	KCP55_RS04000;Parent	6320	7867	+	null
CGC1	null	NZ_CAJQES010000007	KCP55_RS04005;Parent	7879	9678	+	null
CGC1	CAZyme	NZ_CAJQES010000007	KCP55_RS04010	9723	11081	+	GH144
CGC1	CAZyme	NZ_CAJQES010000007	KCP55_RS04015	11078	12514	+	GH144
CGC1	null	NZ_CAJQES010000007	KCP55_RS04020;Parent	12504	13298	+	null
CGC1	CAZyme	NZ_CAJQES010000007	KCP55_RS04025	13321	15591	+	GH3
CGC1	null	NZ_CAJQES010000007	KCP55_RS04030;Parent	15631	17268	+	null
CGC1	STP	NZ_CAJQES010000007	KCP55_RS04035	17265	17699	-	BLUF
CGC1	null	NZ_CAJQES010000007	KCP55_RS04040;Parent	17924	18397	+	null
CGC1	null	NZ_CAJQES010000007	KCP55_RS04045;Parent	18509	19018	+	null
CGC1	null	NZ_CAJQES010000007	KCP55_RS04050;Parent	19680	20027	-	null
CGC1	null	NZ_CAJQES010000007	KCP55_RS04055;Parent	20066	20959	-	null
CGC1	null	NZ_CAJQES010000007	KCP55_RS04060;Parent	20964	25502	-	null
CGC1	null	NZ_CAJQES010000007	KCP55_RS04065;Parent	25763	26479	-	null
CGC1	null	NZ_CAJQES010000007	KCP55_RS04070;Parent	26499	27470	-	null
CGC1	CAZyme	NZ_CAJQES010000007	KCP55_RS04075	27677	29995	+	PL6|PL6_1
CGC1	CAZyme	NZ_CAJQES010000007	KCP55_RS04080	30007	32232	+	PL12
CGC1	CAZyme	NZ_CAJQES010000007	KCP55_RS04085	32481	34814	+	PL6|PL6_1
CGC1	CAZyme	NZ_CAJQES010000007	KCP55_RS04090	34886	37054	+	PL17_2|PL17
CGC1	STP	NZ_CAJQES010000007	KCP55_RS04095	37070	37444	+	AraC_binding
CGC1	null	NZ_CAJQES010000007	KCP55_RS04100;Parent	37612	38862	+	null
CGC1	null	NZ_CAJQES010000007	KCP55_RS04105;Parent	38967	40067	-	null
CGC1	TC	NZ_CAJQES010000007	KCP55_RS04110	40663	43698	+	1.B.14.6.1
CGC1	TC	NZ_CAJQES010000007	KCP55_RS04115	43725	45254	+	8.A.46.1.3
CGC1	TF	NZ_CAJQES010000007	KCP55_RS04120	45460	46161	+	GntR
CGC1	TC	NZ_CAJQES010000007	KCP55_RS04125	46280	47569	+	2.A.1.14.25
