HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH144.hmm	404	KCP55_RS04010	452	3.8e-189	2	403	37	447	0.9925742574257426
GH144.hmm	404	KCP55_RS04015	478	4.1e-184	2	403	61	475	0.9925742574257426
CE1.hmm	227	KCP55_RS04020	264	7.6e-30	6	143	37	197	0.6035242290748899
GH3.hmm	216	KCP55_RS04025	756	3.1e-72	3	216	94	315	0.9861111111111112
PL6.hmm	372	KCP55_RS04075	772	2.1e-131	2	371	26	410	0.9919354838709677
PL6_1.hmm	347	KCP55_RS04075	772	2.4e-45	3	212	511	710	0.6023054755043228
PL12.hmm	138	KCP55_RS04080	741	8.5e-23	3	138	413	556	0.9782608695652174
PL6.hmm	372	KCP55_RS04085	777	5.2e-144	3	369	27	395	0.9838709677419355
PL6_1.hmm	347	KCP55_RS04085	777	1.2e-55	5	212	471	677	0.5965417867435159
PL17_2.hmm	133	KCP55_RS04090	722	4.1e-27	44	133	159	260	0.6691729323308271
PL17.hmm	139	KCP55_RS04090	722	6.3e-53	1	137	380	514	0.9784172661870504
