Reg_prop	24	FJOH_RS10520	1316	2e-06	1	24	33	56	0.9583333333333334
Reg_prop	24	FJOH_RS10520	1316	2e-05	3	23	294	314	0.8333333333333334
Reg_prop	24	FJOH_RS10520	1316	8.3e-05	3	24	341	362	0.875
Reg_prop	24	FJOH_RS10520	1316	1.9e-06	1	24	522	545	0.9583333333333334
Reg_prop	24	FJOH_RS10520	1316	6.9e-06	1	23	565	587	0.9166666666666666
Y_Y_Y	66	FJOH_RS10520	1316	7.2e-16	1	65	700	762	0.9696969696969697
HisKA	64	FJOH_RS10520	1316	7.4e-17	2	62	818	881	0.9375
HATPase_c	111	FJOH_RS10520	1316	1e-16	2	108	930	1033	0.954954954954955
Response_reg	112	FJOH_RS10520	1316	1.6e-26	2	111	1070	1179	0.9732142857142857
HTH_18	81	FJOH_RS10520	1316	2.2e-23	1	79	1235	1312	0.9629629629629629
PIG-L	131	FJOH_RS10570	674	3e-22	2	125	368	530	0.9389312977099237
