HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CE9.hmm	373	GKD17_RS15795	387	7.1e-110	1	373	5	378	0.9973190348525469
GH2.hmm	752	GKD17_RS15800	834	9.4e-125	24	584	22	767	0.7446808510638298
GH92.hmm	491	GKD17_RS15805	750	8.9e-177	2	491	259	747	0.9959266802443992
GH20.hmm	337	GKD17_RS15810	684	1.7e-120	8	336	143	490	0.973293768545994
GH20.hmm	337	GKD17_RS15820	774	8.9e-127	9	336	155	509	0.9703264094955489
GH2.hmm	752	GKD17_RS15825	855	5.7e-113	21	573	20	758	0.7340425531914894
CE3.hmm	194	GKD17_RS15830	687	3e-17	1	192	23	211	0.9845360824742269
CE20.hmm	249	GKD17_RS15830	687	2.4e-87	3	249	299	580	0.9879518072289156
GH20.hmm	337	GKD17_RS15840	668	6.1e-62	9	335	140	411	0.9673590504451038
CBM93.hmm	150	GKD17_RS15845	546	8e-69	1	150	24	173	0.9933333333333333
GH33.hmm	342	GKD17_RS15845	546	3.1e-94	12	330	194	530	0.9298245614035088
