Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
GKD17_RS15795	AND22085.1|CE9	100	387	0	0	1	387	1	387	1.53e-286	780
GKD17_RS15800	QJR77754.1|GH2	100	834	0	0	1	834	1	834	0.0	1750
GKD17_RS15805	QJR77755.1|GH92	100	750	0	0	1	750	1	750	0.0	1566
GKD17_RS15810	QJR77756.1|GH20	100	684	0	0	1	684	1	684	0.0	1397
GKD17_RS15815	QIU95642.1|CE20	47.0	355	175	3	27	370	693	1045	1.71e-109	349
GKD17_RS15820	QJR77758.1|GH20	100	774	0	0	1	774	1	774	0.0	1568
GKD17_RS15825	QJR73623.1|GH2	100	855	0	0	1	855	1	855	0.0	1763
GKD17_RS15830	QJR77760.1|CE20	100	687	0	0	1	687	1	687	0.0	1424
GKD17_RS15835	WHX09346.1|CE0	100	221	0	0	1	221	1	221	3.31e-159	444
GKD17_RS15840	QJR77762.1|GH20	100	668	0	0	1	668	1	668	0.0	1404
GKD17_RS15845	QJR65031.1|GH33	100	546	0	0	1	546	1	546	0.0	1093
