CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	NZ_JPOL01000002	P162_RS17810	1	2769	-	GH43_10|CBM91
CGC1	CAZyme	NZ_JPOL01000002	P162_RS04020	3313	5274	-	GH97
CGC1	CAZyme	NZ_JPOL01000002	P162_RS04025	5306	7060	-	GH43_12|CBM91
CGC1	CAZyme	NZ_JPOL01000002	P162_RS04030	7255	9939	-	CE6|CE1|CE1
CGC1	CAZyme	NZ_JPOL01000002	P162_RS04035	10006	11304	-	GH8
CGC1	CAZyme	NZ_JPOL01000002	P162_RS04040	11358	13862	-	GH95
CGC1	TF	NZ_JPOL01000002	P162_RS04045	14480	18559	+	HTH_AraC|HTH_AraC
CGC1	CAZyme	NZ_JPOL01000002	P162_RS04050	18932	20071	-	GH10
CGC1	CAZyme	NZ_JPOL01000002	P162_RS04055	20269	21957	-	GH10
CGC1	null	NZ_JPOL01000002	P162_RS04060;Parent	21993	23027	-	null
CGC1	null	NZ_JPOL01000002	P162_RS04065;Parent	23070	24812	-	null
CGC1	TC	NZ_JPOL01000002	P162_RS04070	24840	27893	-	1.B.14.6.1
CGC1	null	NZ_JPOL01000002	P162_RS04075;Parent	27956	29848	-	null
CGC1	TC	NZ_JPOL01000002	P162_RS04080	29860	33054	-	1.B.14.6.1
