HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH97.hmm	631	P162_RS04020	653	2.3e-173	3	628	10	642	0.9904912836767037
GH43_12.hmm	281	P162_RS04025	584	2.1e-108	2	281	70	364	0.9928825622775801
CBM91.hmm	200	P162_RS04025	584	9.7e-55	6	183	402	580	0.885
CE6.hmm	99	P162_RS04030	894	3.4e-37	2	99	87	197	0.9797979797979798
CE1.hmm	227	P162_RS04030	894	1e-58	1	217	305	524	0.9515418502202643
CE1.hmm	227	P162_RS04030	894	5.3e-58	1	221	665	889	0.9691629955947136
GH8.hmm	320	P162_RS04035	432	2e-79	23	319	95	420	0.925
GH95.hmm	722	P162_RS04040	834	4.4e-303	3	713	37	768	0.9833795013850416
GH10.hmm	303	P162_RS04050	379	2.7e-110	3	302	37	376	0.9867986798679867
GH10.hmm	303	P162_RS04055	562	2.5e-54	89	302	306	554	0.7029702970297029
GH43_10.hmm	271	P162_RS17810	944	7.6e-109	2	271	431	697	0.992619926199262
CBM91.hmm	200	P162_RS17810	944	7.9e-32	10	197	733	917	0.935
