CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	NZ_GL892007	HMPREF9456_RS11100	1	2208	-	CBM4|3.2.1.8| GH10|GH10
CGC1	null	NZ_GL892007	HMPREF9456_RS11105	2239	3279	-	null
CGC1	null	NZ_GL892007	HMPREF9456_RS11110	3315	5120	-	null
CGC1	null	NZ_GL892007	HMPREF9456_RS11115	5135	7972	-	null
CGC1	null	NZ_GL892007	HMPREF9456_RS11120	8016	9959	-	null
CGC1	TC	NZ_GL892007	HMPREF9456_RS11125	9971	13114	-	1.B.14.6.1
CGC1	CAZyme	NZ_GL892007	HMPREF9456_RS11130	13669	15393	-	GH43_12| GH43_12|CBM91
CGC1	CAZyme	NZ_GL892007	HMPREF9456_RS11135	15677	16648	-	 GH43_1|GH43_1
CGC1	CAZyme	NZ_GL892007	HMPREF9456_RS11140	16656	17786	-	 GH10|GH10
CGC1	TF	NZ_GL892007	HMPREF9456_RS11145	18578	22546	+	HTH_AraC+HTH_AraC
CGC1	null	NZ_GL892007	HMPREF9456_RS11150	22794	24821	+	null
CGC1	CAZyme	NZ_GL892007	HMPREF9456_RS11155	24933	27296	+	GH146| GH146
CGC1	STP	NZ_GL892007	HMPREF9456_RS11160	27393	28094	-	NUDIX
CGC1	CAZyme	NZ_GL892007	HMPREF9456_RS11165	28397	29548	-	CBM48|CE1|CE0
CGC1	CAZyme	NZ_GL892007	HMPREF9456_RS11170	29569	30852	-	 GH8|GH8
CGC1	CAZyme	NZ_GL892007	HMPREF9456_RS11175	30866	31714	-	 CE6|CE6
CGC1	CAZyme	NZ_GL892007	HMPREF9456_RS11180	31773	33128	-	CBM6| GH43_29| CBM6|GH43_29
CGC1	CAZyme	NZ_GL892007	HMPREF9456_RS11185	33149	34483	-	CBM6| GH43_29| CBM6|GH43_29
CGC1	CAZyme	NZ_GL892007	HMPREF9456_RS11190	34492	36432	-	GH97| GH97
CGC1	CAZyme	NZ_GL892007	HMPREF9456_RS11195	36465	38912	-	 GH31|GH31
CGC1	TF	NZ_GL892007	HMPREF9456_RS11200	39048	42923	-	HTH_AraC
CGC1	null	NZ_GL892007	HMPREF9456_RS11205	43308	43895	+	null
CGC1	CAZyme	NZ_GL892007	HMPREF9456_RS11210	44041	46473	-	GH51| GH51
CGC1	CAZyme	NZ_GL892007	HMPREF9456_RS11215	46513	47469	-	 GH43_29|GH43_29
CGC1	CAZyme	NZ_GL892007	HMPREF9456_RS11220	47595	49565	-	CBM48|CE1| CE1
CGC1	CAZyme	NZ_GL892007	HMPREF9456_RS11225	49668	51215	-	CBM91|GH43_10| GH43_10
CGC1	CAZyme	NZ_GL892007	HMPREF9456_RS11230	52026	54545	+	GH115| GH115
CGC1	CAZyme	NZ_GL892007	HMPREF9456_RS11235	54557	56488	+	CE20|3.2.1.8| CE20|GH11
CGC1	TC	NZ_GL892007	HMPREF9456_RS11240	56501	57913	+	2.A.2.3.2
