CHASE3	138	PATL_RS09970	185	1.1e-05	34	108	95	170	0.5362318840579711
HTH_IclR	52	PATL_RS10000	256	1.9e-11	1	51	13	63	0.9615384615384616
IclR	129	PATL_RS10000	256	5e-12	8	128	134	252	0.9302325581395349
HTH_11	55	PATL_RS10035	89	2.3e-05	3	35	5	37	0.5818181818181818
HTH_3	55	PATL_RS10035	89	8.3e-09	14	54	22	62	0.7272727272727273
PfkB	302	PATL_RS10045	318	5.9e-50	6	296	8	299	0.9602649006622517
Pkinase	264	PATL_RS10065	396	2e-19	1	152	203	368	0.571969696969697
peroxidase	229	PATL_RS10070	753	4e-52	10	228	96	413	0.9519650655021834
peroxidase	229	PATL_RS10070	753	2.5e-33	4	229	422	728	0.982532751091703
Response_reg	112	PATL_RS10105	213	1.1e-22	2	111	6	116	0.9732142857142857
GerE	57	PATL_RS10105	213	8.9e-20	2	53	151	202	0.8947368421052632
