CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	TC	NC_008228	PATL_RS09880	1189	4104	+	1.B.14.12.1
CGC1	null	NC_008228	PATL_RS09885;Parent	4299	5795	+	null
CGC1	TC	NC_008228	PATL_RS09890	6284	9316	+	1.B.14.12.1
CGC1	CAZyme	NC_008228	PATL_RS09895	9412	13764	+	GH13_13
CGC2	TC	NC_008228	PATL_RS09990	29163	29783	+	8.A.58.2.12
CGC2	null	NC_008228	PATL_RS09995;Parent	30032	30814	-	null
CGC2	TF	NC_008228	PATL_RS10000	30977	31747	-	none
CGC2	null	NC_008228	PATL_RS10005;Parent	31950	32732	+	null
CGC2	null	NC_008228	PATL_RS10010;Parent	32733	33860	+	null
CGC2	null	NC_008228	PATL_RS10015;Parent	34121	34858	-	null
CGC2	null	NC_008228	PATL_RS10020;Parent	34911	36506	-	null
CGC2	null	NC_008228	PATL_RS10025;Parent	36654	38789	-	null
CGC2	null	NC_008228	PATL_RS10030;Parent	38863	42525	-	null
CGC2	TF	NC_008228	PATL_RS10035	43463	43732	-	HTH_11|HTH_3
CGC2	CAZyme	NC_008228	PATL_RS10040	43847	44932	-	GH117|GH117
CGC2	STP	NC_008228	PATL_RS10045	44971	45927	-	PfkB
CGC2	TC	NC_008228	PATL_RS10050	45929	47518	-	2.A.1.1.55
CGC2	CAZyme	NC_008228	PATL_RS10055	47990	50371	+	GH50
CGC2	null	NC_008228	PATL_RS23040;Parent	50736	51269	+	null
CGC2	STP	NC_008228	PATL_RS10065	51496	52686	+	Pkinase
CGC2	null	NC_008228	PATL_RS22815;Parent	52713	52883	-	null
CGC2	CAZyme	NC_008228	PATL_RS10070	53112	55373	+	AA2
CGC2	null	NC_008228	PATL_RS10075;Parent	55498	56283	-	null
CGC2	null	NC_008228	PATL_RS10080;Parent	56280	57389	-	null
CGC2	null	NC_008228	PATL_RS10085;Parent	57416	58618	-	null
CGC2	TC	NC_008228	PATL_RS10090	58650	59945	-	2.A.8.1.13
CGC2	TC	NC_008228	PATL_RS10095	60139	62463	+	1.B.14.8.2
