dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CBM41_e4	CBM41:113|CBM48:111|GH13_13:111	-	beta-glucan	114	PATL_RS09895	1450	3.3e-46	1	113	91	213	0.9824561403508771	0.9824561403508771
CBM48_e94	CBM48:116|GH13_13:116|CBM41:111	-	glycogen	88	PATL_RS09895	1450	4.4e-36	1	88	354	441	0.9886363636363636	0.9886363636363636
GH13_e108	GH13_13:161|CBM48:148|CBM41:117|CBM69:2|GH13:1	3.2.1.41:2	sucrose, starch	411	PATL_RS09895	1450	1.6e-175	1	411	516	898	0.9975669099756691	0.9975669099756691
CBM69_e2	CBM41:14|CBM48:14|CBM69:14|GH13_13:14	-	starch	105	PATL_RS09895	1450	1.8e-21	1	105	1125	1227	0.9904761904761905	0.9904761904761905
CBM69_e2	CBM41:14|CBM48:14|CBM69:14|GH13_13:14	-	starch	105	PATL_RS09895	1450	4.3e-20	2	103	1235	1334	0.9619047619047619	0.9619047619047619
CBM69_e2	CBM41:14|CBM48:14|CBM69:14|GH13_13:14	-	starch	105	PATL_RS09895	1450	1.6e-17	2	103	1344	1443	0.9619047619047619	0.9619047619047619
GH117_e15	GH117:110|CBM6:2	3.2.1.159:6	agarose	130	PATL_RS10040	361	1.4e-57	1	129	57	183	0.9846153846153847	0.9846153846153847
GH117_e15	GH117:110|CBM6:2	3.2.1.159:6	agarose	130	PATL_RS10040	361	4.7e-28	36	129	181	268	0.7153846153846154	0.7153846153846154
GH50_e8	GH50:162	3.2.1.81:19	agarose	673	PATL_RS10055	793	0	2	673	98	787	0.9970282317979198	0.9970282317979198
AA2_e1	AA2:59	-	-	252	PATL_RS10070	753	7.4e-22	14	109	105	201	0.376984126984127	0.376984126984127
