CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	TC	NZ_CP079235	KYE73_RS02300	1320	2627	+	3.A.1.1.21
CGC1	TC	NZ_CP079235	KYE73_RS02305	2647	3600	+	3.A.1.1.21
CGC1	TC	NZ_CP079235	KYE73_RS02310	3600	4466	+	3.A.1.1.28
CGC1	CAZyme	NZ_CP079235	KYE73_RS02315	4580	6574	+	GH120
CGC1	CAZyme	NZ_CP079235	KYE73_RS02320	6579	8207	+	GH43_11|CBM91
CGC1	null	NZ_CP079235	KYE73_RS02325;Parent	8341	10188	+	null
CGC1	CAZyme	NZ_CP079235	KYE73_RS02330	10434	11567	+	GH8
CGC1	CAZyme	NZ_CP079235	KYE73_RS02335	11780	14254	+	GH10|CBM9
CGC1	null	NZ_CP079235	KYE73_RS02340;Parent	14568	15842	+	null
CGC1	CAZyme	NZ_CP079235	KYE73_RS02345	16462	17838	+	CE20
