HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CBM93.hmm	150	BT_0455	544	5.1e-70	2	150	24	172	0.9866666666666667
GH33.hmm	342	BT_0455	544	3.9e-97	11	332	193	532	0.9385964912280702
GH20.hmm	337	BT_0456	670	4.2e-61	8	335	140	412	0.9703264094955489
CE3.hmm	194	BT_0457	692	9.4e-16	1	194	25	215	0.9948453608247423
CE20.hmm	249	BT_0457	692	9.7e-84	3	248	301	581	0.9839357429718876
GH2.hmm	752	BT_0458	864	8e-112	20	587	24	780	0.7539893617021277
GH20.hmm	337	BT_0459	774	9e-127	8	336	154	509	0.973293768545994
CBM32.hmm	124	BT_0459	774	6.3e-17	18	107	638	747	0.717741935483871
GH20.hmm	337	BT_0460	691	1.4e-124	8	336	151	498	0.973293768545994
GH2.hmm	752	BT_0461	898	1.5e-123	28	587	26	770	0.7433510638297872
