TPR_1	34	Bovatus_RS23905	526	5.2e-05	7	29	241	263	0.6470588235294118
Reg_prop	24	Bovatus_RS23920	1208	8.6e-06	5	23	41	59	0.75
Reg_prop	24	Bovatus_RS23920	1208	4.7e-06	1	24	161	184	0.9583333333333334
Reg_prop	24	Bovatus_RS23920	1208	1.4e-05	1	23	294	316	0.9166666666666666
Reg_prop	24	Bovatus_RS23920	1208	2.9e-05	3	24	341	362	0.875
Reg_prop	24	Bovatus_RS23920	1208	6.6e-07	2	24	389	411	0.9166666666666666
Reg_prop	24	Bovatus_RS23920	1208	2.5e-05	2	22	435	455	0.8333333333333334
Y_Y_Y	66	Bovatus_RS23920	1208	4.7e-14	2	66	702	766	0.9696969696969697
HisKA	64	Bovatus_RS23920	1208	1.6e-11	3	63	818	880	0.9375
HATPase_c	111	Bovatus_RS23920	1208	2.8e-23	2	108	926	1035	0.954954954954955
HTH_18	81	Bovatus_RS23920	1208	3.1e-23	1	80	1093	1171	0.9753086419753086
HTH_AraC	42	Bovatus_RS23920	1208	4e-10	16	42	1178	1205	0.6190476190476191
