Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
XAC_RS21325	APR15534.1|GH67	100	731	0	0	1	731	1	731	0.0	1506
XAC_RS21330	AJZ37560.1|CE20	100	654	0	0	1	654	1	654	0.0	1332
XAC_RS21335	CAD7731929.1|GH43_12	96.5	289	10	0	1	289	1	289	5.36e-198	580
XAC_RS21340	QRD71595.1|GH43_12	100	556	0	0	1	556	1	556	0.0	1154
XAC_RS21345	AJY93190.1|GH3	100	901	0	0	1	901	1	901	0.0	1818
XAC_RS21435	AKM27061.1|GH10	100	394	0	0	1	394	1	394	6.07e-292	794
XAC_RS21440	AUZ53044.1|GH2	100	889	0	0	1	889	1	889	0.0	1818
XAC_RS21465	QRD73858.1|GH10	100	330	0	0	1	330	1	330	8.95e-248	677
XAC_RS21480	QHB71437.1|GH43_1	73.5	480	127	0	8	487	14	493	7.02e-245	696
XAC_RS21485	AKM27070.1|GH43_1	100	344	0	0	1	344	1	344	1.11e-264	721
