CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	TC	NZ_CP012938	Bovatus_RS21690	682	2286	-	8.A.46.1.3
CGC1	TC	NZ_CP012938	Bovatus_RS21695	2306	5437	-	1.B.14.6.1
CGC1	null	NZ_CP012938	Bovatus_RS21700;Parent	5649	6527	-	null
CGC1	CAZyme	NZ_CP012938	Bovatus_RS21705	6660	9623	-	GH2
CGC1	TF	NZ_CP012938	Bovatus_RS21710	9823	14160	-	HTH_AraC
CGC1	CAZyme	NZ_CP012938	Bovatus_RS21715	14298	16199	-	PL11
CGC1	CAZyme	NZ_CP012938	Bovatus_RS21720	16420	17883	+	GH28
CGC1	CAZyme	NZ_CP012938	Bovatus_RS21725	18396	19940	+	PL9_1
CGC1	null	NZ_CP012938	Bovatus_RS21730;Parent	19987	20421	+	null
CGC1	CAZyme	NZ_CP012938	Bovatus_RS21740	20715	22025	+	GH28
CGC1	CAZyme	NZ_CP012938	Bovatus_RS21745	22328	24757	+	CE20|GH105
CGC1	CAZyme	NZ_CP012938	Bovatus_RS21750	24931	26622	+	PL1_2
CGC1	null	NZ_CP012938	Bovatus_RS21755;Parent	26649	28922	+	null
CGC1	TC	NZ_CP012938	Bovatus_RS21760	28935	32201	+	1.B.14.6.1
CGC1	null	NZ_CP012938	Bovatus_RS21765;Parent	32215	33762	+	null
CGC1	null	NZ_CP012938	Bovatus_RS21770;Parent	33779	35512	+	null
CGC1	null	NZ_CP012938	Bovatus_RS21775;Parent	35520	37199	+	null
CGC1	TC	NZ_CP012938	Bovatus_RS21780	37220	40360	+	1.B.14.6.1
CGC1	null	NZ_CP012938	Bovatus_RS21785;Parent	40363	42036	+	null
CGC1	null	NZ_CP012938	Bovatus_RS21790;Parent	42160	44271	+	null
CGC1	null	NZ_CP012938	Bovatus_RS21795;Parent	44288	47551	+	null
CGC1	CAZyme	NZ_CP012938	Bovatus_RS21800	47587	48996	+	GH28
