CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	NZ_ABJL02000008	BACINT_RS12980	1	981	-	GH43_29
CGC1	CAZyme	NZ_ABJL02000008	BACINT_RS12985	987	2969	-	GH51_2
CGC1	CAZyme	NZ_ABJL02000008	BACINT_RS12990	2996	4483	-	GH43_4
CGC1	TF	NZ_ABJL02000008	BACINT_RS12995	4653	8915	+	HTH_AraC|HTH_AraC
CGC1	null	NZ_ABJL02000008	BACINT_RS13000;Parent	9366	11210	+	null
CGC1	TC	NZ_ABJL02000008	BACINT_RS13005	11284	14349	+	1.B.14.6.1
CGC1	null	NZ_ABJL02000008	BACINT_RS13010;Parent	14354	16108	+	null
CGC1	TC	NZ_ABJL02000008	BACINT_RS13015	16130	19339	+	1.B.14.6.2
CGC1	null	NZ_ABJL02000008	BACINT_RS13020;Parent	19358	21139	+	null
CGC1	null	NZ_ABJL02000008	BACINT_RS13025;Parent	21169	21615	+	null
CGC1	CAZyme	NZ_ABJL02000008	BACINT_RS13030	21717	23630	+	GH43_4
CGC1	null	NZ_ABJL02000008	BACINT_RS13035;Parent	23918	25057	+	null
CGC1	TC	NZ_ABJL02000008	BACINT_RS13040	25083	26777	+	2.A.21.3.19
CGC1	STP	NZ_ABJL02000008	BACINT_RS13045	26863	27543	+	NUDIX
CGC1	null	NZ_ABJL02000008	BACINT_RS13050;Parent	27547	28230	+	null
CGC1	null	NZ_ABJL02000008	BACINT_RS13055;Parent	28273	29781	+	null
CGC1	null	NZ_ABJL02000008	BACINT_RS13060;Parent	29784	31382	+	null
CGC1	CAZyme	NZ_ABJL02000008	BACINT_RS13065	31658	34027	+	GH146
CGC1	CAZyme	NZ_ABJL02000008	BACINT_RS13070	34067	36001	+	GH97
CGC1	CAZyme	NZ_ABJL02000008	BACINT_RS13075	36033	37577	+	GH51_1
CGC1	null	NZ_ABJL02000008	BACINT_RS13080;Parent	37753	39762	+	null
CGC1	null	NZ_ABJL02000008	BACINT_RS13085;Parent	39892	40326	+	null
CGC1	CAZyme	NZ_ABJL02000008	BACINT_RS13090	40530	41933	+	GH28
