CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	TC	NZ_JPOL01000002	P162_RS02310	1	1467	-	8.A.46.1.3
CGC1	TC	NZ_JPOL01000002	P162_RS02315	1480	4503	-	1.B.14.6.1
CGC1	null	NZ_JPOL01000002	P162_RS02320;Parent	4819	6312	-	null
CGC1	TF	NZ_JPOL01000002	P162_RS02325	6524	7585	+	LacI
CGC1	CAZyme	NZ_JPOL01000002	P162_RS02330	7810	9984	+	GH67
CGC1	CAZyme	NZ_JPOL01000002	P162_RS02335	10063	11187	+	GH10
CGC1	CAZyme	NZ_JPOL01000002	P162_RS02340	11192	14038	+	GH115|GH115
CGC1	CAZyme	NZ_JPOL01000002	P162_RS02345	14404	16599	-	GH10
CGC1	null	NZ_JPOL01000002	P162_RS02350;Parent	16664	18025	-	null
CGC1	null	NZ_JPOL01000002	P162_RS02355;Parent	18067	19698	-	null
CGC1	TC	NZ_JPOL01000002	P162_RS02360	19709	22870	-	1.B.14.6.1
CGC1	CAZyme	NZ_JPOL01000002	P162_RS02365	23487	25862	-	CE15|CBM9
CGC1	null	NZ_JPOL01000002	P162_RS02370;Parent	26128	28080	-	null
CGC1	TC	NZ_JPOL01000002	P162_RS02375	28091	31162	-	1.B.14.6.1
CGC1	CAZyme	NZ_JPOL01000002	P162_RS02380	31840	32955	+	GH43_1
CGC1	CAZyme	NZ_JPOL01000002	P162_RS02385	32966	34888	+	CE20|CE20
CGC1	TC	NZ_JPOL01000002	P162_RS02390	34988	36703	-	8.A.46.1.3
