HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH67.hmm	669	P162_RS02330	724	4e-300	1	667	24	696	0.9955156950672646
GH10.hmm	303	P162_RS02335	374	2e-115	2	302	41	371	0.9900990099009901
GH115.hmm	697	P162_RS02340	948	1.7e-275	2	597	34	672	0.8536585365853658
GH115.hmm	697	P162_RS02340	948	7.6e-17	52	313	747	933	0.3744619799139168
GH10.hmm	303	P162_RS02345	731	9.1e-57	98	302	489	714	0.6732673267326733
CE15.hmm	269	P162_RS02365	791	4.4e-78	1	267	55	382	0.9888475836431226
CBM9.hmm	182	P162_RS02365	791	3.3e-46	1	182	521	706	0.9945054945054945
GH43_1.hmm	310	P162_RS02380	371	4.9e-166	1	310	52	361	0.9967741935483871
CE20.hmm	249	P162_RS02385	640	3.3e-46	3	117	101	225	0.4578313253012048
CE20.hmm	249	P162_RS02385	640	2.2e-55	121	248	404	530	0.5100401606425703
