HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH13.hmm	299	C1N53_RS10695	482	1.1e-50	8	290	85	368	0.9431438127090301
GH13.hmm	299	C1N53_RS10700	455	1.1e-53	8	290	54	339	0.9431438127090301
GH97.hmm	631	C1N53_RS10705	712	3.9e-252	4	630	9	698	0.9920760697305864
CBM48.hmm	76	C1N53_RS10710	817	7.3e-19	2	71	208	296	0.9078947368421053
GH13_9.hmm	301	C1N53_RS10710	817	5.8e-162	2	301	365	664	0.9933554817275747
GH13_16.hmm	353	C1N53_RS10715	1110	1.4e-178	1	353	37	390	0.9971671388101983
GH13_3.hmm	210	C1N53_RS10720	656	3.9e-93	2	208	222	442	0.9809523809523809
CBM48.hmm	76	C1N53_RS10725	609	3.8e-16	3	67	7	77	0.8421052631578947
GH13_10.hmm	313	C1N53_RS10725	609	2.6e-142	1	313	122	436	0.9968051118210862
GH57.hmm	383	C1N53_RS10730	807	6.7e-61	31	308	58	354	0.7232375979112271
GH13_26.hmm	296	C1N53_RS10735	909	7.6e-116	2	296	26	374	0.9932432432432432
GH77.hmm	494	C1N53_RS10740	528	7.3e-169	1	491	12	500	0.9919028340080972
