Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
C1N53_RS10695	QCR22790.1|GH13	100	482	0	0	1	482	1	482	0.0	976
C1N53_RS10700	QCR22791.1|GH13	100	455	0	0	1	455	1	455	0.0	920
C1N53_RS10705	QCR22792.1|GH97	100	712	0	0	1	712	15	726	0.0	1454
C1N53_RS10710	QCR22793.1|CBM48|GH13_9	100	817	0	0	1	817	1	817	0.0	1628
C1N53_RS10715	QCR22794.1|GH13_16	100	1110	0	0	1	1110	1	1110	0.0	2273
C1N53_RS10720	QCR22795.1|GH13_3	100	656	0	0	1	656	1	656	0.0	1386
C1N53_RS10725	QCR22796.1|CBM48|GH13_10	100	609	0	0	1	609	1	609	0.0	1249
C1N53_RS10730	QCR22797.1|GH57	100	807	0	0	1	807	1	807	0.0	1648
C1N53_RS10735	QCR22798.1|GH13_26	100	909	0	0	1	909	1	909	0.0	1840
C1N53_RS10740	QCR22799.1|GH77	100	504	0	0	1	504	1	504	0.0	1043
