Reg_prop	24	BcellWH2_04327	1414	4.3e-06	2	23	36	57	0.875
Reg_prop	24	BcellWH2_04327	1414	1.1e-05	6	24	174	193	0.75
Reg_prop	24	BcellWH2_04327	1414	1.3e-05	3	23	215	235	0.8333333333333334
Reg_prop	24	BcellWH2_04327	1414	4.7e-06	2	21	303	322	0.7916666666666666
Reg_prop	24	BcellWH2_04327	1414	2.4e-05	4	23	353	372	0.7916666666666666
Reg_prop	24	BcellWH2_04327	1414	2.1e-06	4	23	399	418	0.7916666666666666
Reg_prop	24	BcellWH2_04327	1414	1.5e-06	1	23	577	599	0.9166666666666666
Y_Y_Y	66	BcellWH2_04327	1414	2.1e-16	2	54	716	768	0.7878787878787878
HisKA	64	BcellWH2_04327	1414	2.8e-13	2	64	829	893	0.96875
HATPase_c	111	BcellWH2_04327	1414	3.3e-23	6	110	944	1060	0.9369369369369369
Response_reg	112	BcellWH2_04327	1414	8e-29	1	111	1117	1227	0.9821428571428571
HTH_18	81	BcellWH2_04327	1414	2.7e-24	1	79	1285	1362	0.9629629629629629
HTH_18	81	BcellWH2_04327	1414	6.2e-13	39	79	1369	1409	0.49382716049382713
