Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
BXY_32120	CBK68219.1|GH106	100	921	0	0	1	921	1	921	0.0	1904
BXY_32130	QRM98518.1|GH28	100	467	0	0	1	467	1	467	0.0	974
BXY_32150	CBK68222.1|GH28	100	511	0	0	1	511	1	511	0.0	1040
BXY_32160	CBK68223.1|CE12	100	412	0	0	1	412	1	412	2.29e-312	847
BXY_32170	CBK68224.1|GH2	100	958	0	0	1	958	1	958	0.0	1994
BXY_32190	CBK68226.1|CBM32|GH43_18|GH43_34	100	770	0	0	1	770	1	770	0.0	1613
BXY_32200	QRM98512.1|GH42	100	696	0	0	1	696	1	696	0.0	1461
BXY_32210	QUT32903.1|GH28	100	460	0	0	1	460	1	460	0.0	945
BXY_32320	CBK68238.1|PL11_1	100	711	0	0	1	711	1	711	0.0	1476
BXY_32330	CBK68239.1|PL26	100	1132	0	0	1	1132	1	1132	0.0	2329
BXY_32340	CBK68240.1|CE12	100	544	0	0	1	544	1	544	0.0	1120
BXY_32350	CBK68241.1|GH105	100	363	0	0	1	363	1	363	2.62e-293	795
BXY_32360	CBK68242.1|PL11_1	100	613	0	0	1	613	1	613	0.0	1290
BXY_32370	CBK68243.1|GH105	100	469	0	0	1	469	1	469	0.0	959
