CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	NZ_ABJL02000007	BACINT_RS04710	1	1158	+	CE1|CE0|CBM48
CGC1	null	NZ_ABJL02000007	BACINT_RS04715	1189	1887	+	null
CGC1	CAZyme	NZ_ABJL02000007	BACINT_RS04720	1890	3341	+	GH43_7| GH43_7|CBM13
CGC1	TC	NZ_ABJL02000007	BACINT_RS04725	3774	6899	+	1.B.14.6.1
CGC1	null	NZ_ABJL02000007	BACINT_RS04730	6921	8642	+	null
CGC1	CAZyme	NZ_ABJL02000007	BACINT_RS04735	9084	11000	+	CE6|CE0| CE6|CE1|CBM48
CGC1	CAZyme	NZ_ABJL02000007	BACINT_RS04740	11011	12159	+	CE1|CE0|CBM48
CGC1	null	NZ_ABJL02000007	BACINT_RS04745	12188	13168	+	null
CGC1	CAZyme	NZ_ABJL02000007	BACINT_RS04750	13304	14362	+	 GH43_17|GH43_17
CGC1	CAZyme	NZ_ABJL02000007	BACINT_RS04755	14411	16999	+	GH3| GH3
CGC1	CAZyme	NZ_ABJL02000007	BACINT_RS04760	17100	18431	+	CBM6|GH43_2| GH43_2| CBM6
CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	NZ_ABJL02000007	BACINT_RS04710	1	1158	+	CE1
CGC1	null	NZ_ABJL02000007	BACINT_RS04715;Parent	1189	1887	+	null
CGC1	CAZyme	NZ_ABJL02000007	BACINT_RS04720	1890	3341	+	GH43_7|GH43_7
CGC1	TC	NZ_ABJL02000007	BACINT_RS04725	3774	6899	+	1.B.14.6.1
CGC1	null	NZ_ABJL02000007	BACINT_RS04730;Parent	6921	8642	+	null
CGC1	CAZyme	NZ_ABJL02000007	BACINT_RS04735	9084	11000	+	CE6|CE1
CGC1	CAZyme	NZ_ABJL02000007	BACINT_RS04740	11011	12159	+	CE1
CGC1	null	NZ_ABJL02000007	BACINT_RS04745;Parent	12188	13168	+	null
CGC1	CAZyme	NZ_ABJL02000007	BACINT_RS04750	13304	14362	+	GH43_17
CGC1	CAZyme	NZ_ABJL02000007	BACINT_RS04755	14411	16999	+	GH3
CGC1	CAZyme	NZ_ABJL02000007	BACINT_RS04760	17100	18431	+	GH43_2|CBM6
