HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH10.hmm	303	Cpap_3302	541	4e-77	31	301	59	325	0.8910891089108911
CBM6.hmm	138	Cpap_3302	541	1.1e-37	17	137	347	468	0.8695652173913043
GH43_29.hmm	278	Cpap_3303	524	1.1e-124	1	277	26	307	0.9928057553956835
CBM6.hmm	138	Cpap_3303	524	4.1e-43	16	138	329	452	0.8840579710144928
CE1.hmm	227	Cpap_3304	477	2e-54	1	219	51	264	0.960352422907489
CBM6.hmm	138	Cpap_3304	477	1.3e-43	16	136	287	408	0.8695652173913043
GH43_10.hmm	271	Cpap_3305	740	4.9e-94	1	271	36	300	0.996309963099631
CBM91.hmm	200	Cpap_3305	740	1.5e-32	5	198	344	535	0.965
CBM6.hmm	138	Cpap_3305	740	8.5e-39	14	137	551	675	0.8913043478260869
GH62.hmm	278	Cpap_3306	539	2e-83	20	276	47	295	0.920863309352518
CBM6.hmm	138	Cpap_3306	539	1e-37	3	137	325	464	0.9710144927536232
GH43_29.hmm	278	Cpap_3307	509	5.1e-122	1	278	26	296	0.9964028776978417
CBM6.hmm	138	Cpap_3307	509	9e-43	16	138	317	440	0.8840579710144928
GH27.hmm	229	Cpap_3309	604	4.1e-94	4	228	136	373	0.9781659388646288
CBM6.hmm	138	Cpap_3309	604	4.5e-40	17	137	408	529	0.8695652173913043
GH59.hmm	631	Cpap_3310	1121	2.5e-208	4	631	46	775	0.993660855784469
CBM6.hmm	138	Cpap_3310	1121	2e-41	17	137	928	1049	0.8695652173913043
GH62.hmm	278	Cpap_3311	780	2.9e-83	20	276	46	294	0.920863309352518
CBM6.hmm	138	Cpap_3311	780	4.8e-37	3	136	324	462	0.9637681159420289
CE6.hmm	99	Cpap_3311	780	2.5e-31	1	98	611	702	0.9797979797979798
GH95.hmm	722	Cpap_3312	1026	1.6e-259	17	717	75	797	0.9695290858725761
CBM32.hmm	124	Cpap_3312	1026	1.7e-25	5	122	830	954	0.9435483870967742
CE1.hmm	227	Cpap_3313	483	8.3e-53	1	220	57	270	0.9647577092511013
CBM6.hmm	138	Cpap_3313	483	4.8e-42	16	137	295	417	0.8768115942028986
GH30_8.hmm	342	Cpap_3314	658	5e-149	2	340	35	378	0.9883040935672515
CBM6.hmm	138	Cpap_3314	658	7.1e-41	18	138	437	558	0.8695652173913043
