Reg_prop	24	BACDOR_RS18975	1354	1.2e-05	1	24	33	56	0.9583333333333334
Reg_prop	24	BACDOR_RS18975	1354	1.1e-05	7	24	254	271	0.7083333333333334
Reg_prop	24	BACDOR_RS18975	1354	3.9e-07	1	23	296	318	0.9166666666666666
Reg_prop	24	BACDOR_RS18975	1354	1.7e-05	5	22	341	358	0.7083333333333334
Reg_prop	24	BACDOR_RS18975	1354	1.3e-05	6	23	429	446	0.7083333333333334
Reg_prop	24	BACDOR_RS18975	1354	4.1e-08	1	23	515	537	0.9166666666666666
Reg_prop	24	BACDOR_RS18975	1354	1.4e-05	1	23	558	580	0.9166666666666666
Y_Y_Y	66	BACDOR_RS18975	1354	1.7e-08	1	64	706	765	0.9545454545454546
HisKA	64	BACDOR_RS18975	1354	7.9e-14	2	62	822	884	0.9375
HATPase_c	111	BACDOR_RS18975	1354	1.7e-25	2	108	933	1044	0.954954954954955
Response_reg	112	BACDOR_RS18975	1354	1.8e-28	1	111	1066	1176	0.9821428571428571
HTH_18	81	BACDOR_RS18975	1354	5.5e-19	1	79	1231	1307	0.9629629629629629
HTH_18	81	BACDOR_RS18975	1354	6e-11	30	78	1307	1353	0.5925925925925926
