TrkA_C	70	BF9343_0760	446	3.2e-11	8	69	160	221	0.8714285714285714
TrkA_C	70	BF9343_0760	446	5.5e-16	1	69	378	445	0.9714285714285714
Reg_prop	24	BF9343_0771	1361	6.7e-09	1	24	37	60	0.9583333333333334
Reg_prop	24	BF9343_0771	1361	2.6e-05	5	24	459	478	0.7916666666666666
Reg_prop	24	BF9343_0771	1361	4.9e-06	1	23	593	615	0.9166666666666666
Y_Y_Y	66	BF9343_0771	1361	1.7e-13	5	65	726	784	0.9090909090909091
HisKA	64	BF9343_0771	1361	3.5e-12	2	64	847	912	0.96875
HATPase_c	111	BF9343_0771	1361	1.1e-20	5	110	962	1072	0.9459459459459459
Response_reg	112	BF9343_0771	1361	1.2e-26	2	111	1116	1225	0.9732142857142857
HTH_18	81	BF9343_0771	1361	1e-19	1	80	1281	1359	0.9753086419753086
