HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH1.hmm	429	ROSINTL182_05469	522	8.9e-66	241	428	5	202	0.4358974358974359
GH1.hmm	429	ROSINTL182_05470	232	7.8e-91	5	232	2	232	0.5291375291375291
CE17.hmm	165	ROSINTL182_05471	372	5.8e-82	1	165	37	200	0.9939393939393939
CBM35inCE17.hmm	149	ROSINTL182_05471	372	3.7e-74	2	149	222	369	0.9865771812080537
CE2.hmm	209	ROSINTL182_05472	90	4.2e-19	124	209	2	80	0.40669856459330145
CE2.hmm	209	ROSINTL182_05473	260	2.5e-26	1	90	163	260	0.4258373205741627
GH130_2.hmm	300	ROSINTL182_05474	340	8.7e-159	1	300	28	325	0.9966666666666667
GH130_1.hmm	313	ROSINTL182_05475	397	2.5e-174	1	313	53	364	0.9968051118210862
GH36.hmm	688	ROSINTL182_05481	729	5.5e-275	1	687	11	710	0.997093023255814
GH113.hmm	306	ROSINTL182_05483	322	2.4e-111	2	306	4	303	0.9934640522875817
