CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	NZ_CP012938	Bovatus_RS21500	1	2766	-	GH106
CGC1	CAZyme	NZ_CP012938	Bovatus_RS21505	2763	4166	-	GH28
CGC1	null	NZ_CP012938	Bovatus_RS21510;Parent	4163	4765	-	null
CGC1	CAZyme	NZ_CP012938	Bovatus_RS21515	4716	6251	-	GH28
CGC1	CAZyme	NZ_CP012938	Bovatus_RS21520	6300	7538	-	CE12
CGC1	CAZyme	NZ_CP012938	Bovatus_RS21525	7668	10544	-	GH2
CGC1	CAZyme	NZ_CP012938	Bovatus_RS21530	10787	13144	+	GH43_18|GH43_34
CGC1	CAZyme	NZ_CP012938	Bovatus_RS21535	13176	15326	+	GH42
CGC1	null	NZ_CP012938	Bovatus_RS21540;Parent	15365	15730	+	null
CGC1	CAZyme	NZ_CP012938	Bovatus_RS21545	15775	17160	+	GH28
CGC1	null	NZ_CP012938	Bovatus_RS21550;Parent	17249	17935	+	null
CGC1	null	NZ_CP012938	Bovatus_RS21555;Parent	18037	20118	-	null
CGC1	TC	NZ_CP012938	Bovatus_RS21560	20143	23274	-	1.B.14.6.1
CGC1	null	NZ_CP012938	Bovatus_RS21565;Parent	23778	24956	-	null
CGC1	null	NZ_CP012938	Bovatus_RS21570;Parent	25356	26369	+	null
CGC1	null	NZ_CP012938	Bovatus_RS21575;Parent	26415	28040	+	null
CGC1	TC	NZ_CP012938	Bovatus_RS21580	28100	31279	+	1.B.14.6.1
CGC1	null	NZ_CP012938	Bovatus_RS21585;Parent	31301	33313	+	null
CGC1	TC	NZ_CP012938	Bovatus_RS21590	33360	36410	+	1.B.14.6.1
CGC1	null	NZ_CP012938	Bovatus_RS21595;Parent	36432	38153	+	null
CGC1	CAZyme	NZ_CP012938	Bovatus_RS21600	38234	40318	+	PL11_1
CGC1	CAZyme	NZ_CP012938	Bovatus_RS21605	40500	43898	+	PL26
CGC1	null	NZ_CP012938	Bovatus_RS21610;Parent	43879	45639	-	null
CGC1	CAZyme	NZ_CP012938	Bovatus_RS21615	46352	47986	-	CE12|CE12
CGC1	CAZyme	NZ_CP012938	Bovatus_RS21620	48116	49258	-	GH105
CGC1	CAZyme	NZ_CP012938	Bovatus_RS21625	49503	51344	+	PL11_1
CGC1	CAZyme	NZ_CP012938	Bovatus_RS21630	51348	52757	+	GH105
CGC1	null	NZ_CP012938	Bovatus_RS21635;Parent	52776	53090	+	null
CGC1	TF	NZ_CP012938	Bovatus_RS21640	53181	57464	+	HTH_AraC|HTH_AraC
CGC1	CAZyme	NZ_CP012938	Bovatus_RS21645	57631	58599	+	CE4
CGC1	CAZyme	NZ_CP012938	Bovatus_RS21650	58613	59743	+	GH105
