Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
Bovatus_RS21500	SCV08407.1|GH106	100	921	0	0	1	921	1	921	0.0	1908
Bovatus_RS21505	QRQ55799.1|GH28	100	467	0	0	1	467	1	467	0.0	967
Bovatus_RS21515	ALJ48991.1|GH28	100	511	0	0	1	511	1	511	0.0	1044
Bovatus_RS21520	ALJ48992.1|CE12	100	412	0	0	1	412	1	412	6.28e-310	841
Bovatus_RS21525	SCV08412.1|GH2	100	958	0	0	1	958	10	967	0.0	1990
Bovatus_RS21530	ALJ48994.1|CBM32|GH43_18|GH43_34	100	785	0	0	1	785	1	785	0.0	1649
Bovatus_RS21535	QRQ55805.1|GH42	100	716	0	0	1	716	1	716	0.0	1493
Bovatus_RS21545	SCV08416.1|GH28	100	461	0	0	1	461	1	461	0.0	956
Bovatus_RS21600	ALJ49009.1|PL11_1	100	694	0	0	1	694	1	694	0.0	1442
Bovatus_RS21605	ALJ49010.1|PL26	100	1132	0	0	1	1132	1	1132	0.0	2362
Bovatus_RS21615	QRQ55820.1|CE12	100	544	0	0	1	544	1	544	0.0	1114
Bovatus_RS21620	ALJ49013.1|GH105	100	380	0	0	1	380	1	380	1.82e-304	824
Bovatus_RS21625	QRQ55822.1|PL11_1	100	613	0	0	1	613	1	613	0.0	1288
Bovatus_RS21630	ALJ49015.1|GH105	100	469	0	0	1	469	1	469	0.0	960
Bovatus_RS21645	ALA73864.1|CE0|CE12	52.7	296	136	2	28	319	334	629	3.03e-108	333
Bovatus_RS21650	QRQ55827.1|GH105	100	376	0	0	1	376	1	376	1.65e-300	815
