Reg_prop	24	Bovatus_RS21640	1427	4.3e-07	1	23	35	57	0.9166666666666666
Reg_prop	24	Bovatus_RS21640	1427	5.5e-07	1	23	80	102	0.9166666666666666
Reg_prop	24	Bovatus_RS21640	1427	1e-06	3	24	474	495	0.875
Reg_prop	24	Bovatus_RS21640	1427	2.4e-07	2	24	515	537	0.9166666666666666
Reg_prop	24	Bovatus_RS21640	1427	3.9e-07	3	24	611	632	0.875
Reg_prop	24	Bovatus_RS21640	1427	8.4e-06	2	23	658	679	0.875
Y_Y_Y	66	Bovatus_RS21640	1427	2.2e-17	1	65	792	855	0.9696969696969697
HisKA	64	Bovatus_RS21640	1427	8e-15	5	63	907	968	0.90625
HATPase_c	111	Bovatus_RS21640	1427	2.4e-22	2	110	1016	1124	0.972972972972973
Response_reg	112	Bovatus_RS21640	1427	2.3e-26	1	111	1173	1283	0.9821428571428571
HTH_18	81	Bovatus_RS21640	1427	8e-19	2	80	1340	1418	0.9629629629629629
