Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
Bovatus_RS02825	QRQ56874.1|GH18	100	354	0	0	1	354	1	354	4.43e-276	750
Bovatus_RS02840	ALJ45248.1|GH163	100	733	0	0	1	733	1	733	0.0	1506
Bovatus_RS02850	QRQ56879.1|GH130	100	322	0	0	1	322	1	322	2.39e-257	700
Bovatus_RS02855	ALJ45251.1|GH92	100	757	0	0	1	757	1	757	0.0	1589
Bovatus_RS02885	QRQ56886.1|PL1_2	100	579	0	0	1	579	1	579	0.0	1218
Bovatus_RS02895	ALJ45259.1|GH43_18	100	307	0	0	1	307	1	307	3.18e-234	640
Bovatus_RS02900	ALJ45260.1|GH142|GH143	100	1106	0	0	1	1106	1	1106	0.0	2329
Bovatus_RS02905	QRQ56890.1|GH78	100	944	0	0	1	944	1	944	0.0	1955
Bovatus_RS02910	ALJ45262.1|GH28	100	450	0	0	1	450	1	450	0.0	892
Bovatus_RS02915	ALJ45263.1|CE19	100	654	0	0	1	654	1	654	0.0	1308
Bovatus_RS02925	QRQ56894.1|GH33|GH78	100	1286	0	0	1	1286	1	1286	0.0	2689
Bovatus_RS02930	ALJ45266.1|GH140	100	488	0	0	1	488	1	488	0.0	1044
Bovatus_RS02935	ALJ45267.1|GH105	100	400	0	0	1	400	1	400	9.16e-306	829
Bovatus_RS02940	QRQ56897.1|GH95	100	822	0	0	1	822	1	822	0.0	1706
