CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	NZ_LR027880	RIL182_RS20210	1523	3775	-	GH36| GH36
CGC1	CAZyme	NZ_LR027880	RIL182_RS20215	3800	5482	-	GH13_31| GH13_31
CGC1	TF	NZ_LR027880	RIL182_RS20220	5564	6541	-	LacI
CGC1	CAZyme	NZ_LR027880	RIL182_RS20225	6529	8220	-	GH32| GH32
CGC1	CAZyme	NZ_LR027880	RIL182_RS20230	8396	9835	-	GH13_18| GH13_18
CGC1	TC	NZ_LR027880	RIL182_RS20235	9918	10781	-	3.A.1.1.45
CGC1	TC	NZ_LR027880	RIL182_RS20240	10781	11659	-	3.A.1.1.45
CGC1	null	NZ_LR027880	RIL182_RS20245	11793	13187	-	null
CGC1	CAZyme	NZ_LR027880	RIL182_RS20250	13621	17739	-	CBM86|GH10| GH10| CBM22|CBM22| CBM9|CBM9| CBM86
CGC1	CAZyme	NZ_LR027880	RIL182_RS20255	18044	19897	-	GH53| GH53|CBM61
CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	NZ_LR027880	RIL182_RS20210	1523	3775	-	GH36
CGC1	CAZyme	NZ_LR027880	RIL182_RS20215	3800	5482	-	GH13_31
CGC1	TF	NZ_LR027880	RIL182_RS20220	5564	6541	-	LacI
CGC1	CAZyme	NZ_LR027880	RIL182_RS20225	6529	8220	-	GH32
CGC1	CAZyme	NZ_LR027880	RIL182_RS20230	8396	9835	-	GH13_18
CGC1	TC	NZ_LR027880	RIL182_RS20235	9918	10781	-	3.A.1.1.45
CGC1	TC	NZ_LR027880	RIL182_RS20240	10781	11659	-	3.A.1.1.45
CGC1	null	NZ_LR027880	RIL182_RS20245;Parent	11793	13187	-	null
CGC1	CAZyme	NZ_LR027880	RIL182_RS20250	13621	17739	-	CBM86|CBM22|GH10|CBM9
CGC1	CAZyme	NZ_LR027880	RIL182_RS20255	18044	19897	-	CBM61|GH53
