dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH36_e0	GH36:2202	3.2.1.22:25	alpha-galactan	700	RIL182_RS20210	750	1.5e-297	2	690	14	703	0.9828571428571429	0.9828571428571429
GH13_e122	GH13_31:1547|GH13_40:132|GH13:79|GH13_29:30|GH13_23:5|GH13_17:3|GH13_36:3|GH13_44:1|GT25:1|GT5:1	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	sucrose, sucrose, starch, starch, starch, starch	344	RIL182_RS20215	560	2.4e-169	1	342	29	378	0.9912790697674418	0.9912790697674418
GH32_e25	GH32:15|CBM38:1	-	-	292	RIL182_RS20225	563	1.6e-88	1	287	122	400	0.9794520547945206	0.9794520547945206
GH13_e117	GH13_18:158	2.4.1.7:1	sucrose, sucrose	337	RIL182_RS20230	479	1.7e-177	1	337	38	374	0.9970326409495549	0.9970326409495549
CBM22_e1	CBM22:72|GH10:71|CBM9:47|CBM86:3|CE15:2|CBM4:1	3.2.1.8:20|3.2.1.37:1	xylan, beta-glucan	131	RIL182_RS20250	1372	3.7e-16	1	128	184	332	0.9694656488549618	0.9694656488549618
GH10_e78	GH10:12|CBM9:10|CBM86:4|CBM22:4	3.2.1.8:2	xylan	388	RIL182_RS20250	1372	8.9e-191	2	388	386	769	0.9948453608247423	0.9948453608247423
CBM9_e20	CBM9:10|GH10:10|CBM22:4|CBM86:4	3.2.1.8:2	cellulose	173	RIL182_RS20250	1372	2.1e-27	20	172	797	915	0.8786127167630058	0.8786127167630058
CBM9_e20	CBM9:10|GH10:10|CBM22:4|CBM86:4	3.2.1.8:2	cellulose	173	RIL182_RS20250	1372	1.8e-87	1	172	930	1101	0.9884393063583815	0.9884393063583815
CBM56_e2	CBM56:24|GH16_3:24|CBM32:1	3.2.1.39:1	beta-glucan	179	RIL182_RS20250	1372	6.8e-20	5	97	1122	1213	0.5139664804469274	0.5139664804469274
CBM61_e15	CBM61:158|GH53:154|GH43_22:2|CBM5:2|CBM13:1|GH93:1|CBM50:1|CBM47:1	3.2.1.89:6	beta-galactan	143	RIL182_RS20255	634	6.3e-27	1	143	59	199	0.993006993006993	0.993006993006993
GH53_e14	GH53:480|CBM61:146|GH43_22:2|CBM5:2|CBM50:1	3.2.1.89:17	arabinogalactan protein	365	RIL182_RS20255	634	2.7e-126	1	290	301	601	0.7917808219178082	0.7917808219178082
