HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH36.hmm	688	RIL182_RS20210	750	4.3e-272	2	679	12	704	0.9840116279069767
GH13_31.hmm	349	RIL182_RS20215	560	1.7e-170	1	348	29	377	0.994269340974212
GH32.hmm	293	RIL182_RS20225	563	3.1e-71	1	291	121	404	0.9897610921501706
GH13_18.hmm	343	RIL182_RS20230	479	2.5e-126	2	343	37	373	0.9941690962099126
CBM86.hmm	107	RIL182_RS20250	1372	1.8e-54	1	107	57	166	0.9906542056074766
CBM22.hmm	131	RIL182_RS20250	1372	7.5e-26	1	127	182	332	0.9618320610687023
GH10.hmm	303	RIL182_RS20250	1372	2.3e-81	3	303	378	769	0.9900990099009901
CBM9.hmm	182	RIL182_RS20250	1372	1.6e-55	1	182	929	1101	0.9945054945054945
CBM61.hmm	141	RIL182_RS20255	634	2.4e-22	2	141	58	198	0.9858156028368794
GH53.hmm	342	RIL182_RS20255	634	1e-107	1	295	300	601	0.8596491228070176
