Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
HMPREF1016_RS10680	QUT46121.1|GH35	99.5	569	3	0	1	569	1	569	0.0	1162
HMPREF1016_RS10685	QRQ48273.1|CE20	99.4	543	3	0	1	543	1	543	0.0	1121
HMPREF1016_RS10690	QNR95809.1|GH43_1	42.8	491	273	7	8	497	14	497	1.52e-116	367
HMPREF1016_RS10695	QRQ48275.1|GH43_1	99.7	323	1	0	1	323	1	323	7.11e-255	694
HMPREF1016_RS10700	QRQ48276.1|GH67	99.7	651	2	0	1	651	19	669	0.0	1364
HMPREF1016_RS10710	EEC54467.1|GH115	99.4	860	5	0	1	860	1	860	0.0	1753
HMPREF1016_RS10715	QRQ50431.1|CE6|GH95	99.9	716	1	0	1	716	348	1063	0.0	1471
HMPREF1016_RS10725	QUT46098.1|GH97	99.7	648	2	0	1	648	1	648	0.0	1345
HMPREF1016_RS10735	QRQ48282.1|GH31	100	817	0	0	1	817	1	817	0.0	1694
HMPREF1016_RS10740	QUT46095.1|GH43_10	100	797	0	0	1	797	1	797	0.0	1638
HMPREF1016_RS10745	URM36442.1|CBM48|CE0	67.9	386	116	3	2	382	6	388	1.23e-192	542
HMPREF1016_RS10765	QRQ48287.1|GH5_21	100	662	0	0	1	662	1	662	0.0	1368
HMPREF1016_RS10770	QUT46089.1|GH10	100	719	0	0	1	719	1	719	0.0	1452
HMPREF1016_RS10800	QRQ48294.1|GH43_12	100	577	0	0	1	577	1	577	0.0	1209
HMPREF1016_RS19820	EFV29552.1|CE15|GH8	100	813	0	0	1	813	1	813	0.0	1690
HMPREF1016_RS20970	QUT46100.1|CE6|GH95	99.2	367	3	0	1	367	1	367	2.82e-266	754
