CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS10680	1	1710	+	GH35| GH35
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS10685	1754	3385	+	CE20| CE20
CGC1	TC	NZ_GL622542	HMPREF1016_RS10690	3431	4927	+	2.A.2.3.4
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS10695	5017	5988	+	 GH43_1|GH43_1
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS10700	6122	8077	+	GH67| GH67
CGC1	TF	NZ_GL622542	HMPREF1016_RS10705	8358	12455	+	HTH_AraC+HTH_AraC
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS10710	12531	15113	-	 GH115|GH115
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS10715	15205	17355	-	GH95| GH95|CE6
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS20970	17345	18457	-	 CE6|GH95|CE6
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS19820	18482	20923	-	 CE15|GH8| GH8|CE15
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS10725	20987	22933	-	GH97| GH97
CGC1	TF	NZ_GL622542	HMPREF1016_RS10730	23177	26284	+	HTH_AraC
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS10735	26546	28999	+	 GH31|GH31
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS10740	29063	31504	-	CBM91| GH43_10|GH43_10
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS10745	31548	32696	-	CBM48|CE0|CE1
CGC1	null	NZ_GL622542	HMPREF1016_RS10750	33008	33646	-	null
CGC1	null	NZ_GL622542	HMPREF1016_RS10755	33661	34029	-	null
CGC1	null	NZ_GL622542	HMPREF1016_RS10760	34340	34867	+	null
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS10765	34908	36896	-	GH5_21| GH5_21
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS10770	37001	39160	-	 GH10|GH10
CGC1	null	NZ_GL622542	HMPREF1016_RS10775	39172	40218	-	null
CGC1	null	NZ_GL622542	HMPREF1016_RS10780	40248	42056	-	null
CGC1	null	NZ_GL622542	HMPREF1016_RS10785	42073	44937	-	null
CGC1	null	NZ_GL622542	HMPREF1016_RS10790	44982	46925	-	null
CGC1	TC	NZ_GL622542	HMPREF1016_RS10795	46937	50092	-	1.B.14.6.1
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS10800	50364	52097	-	 GH43_12|CBM91|GH43_12
CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS10680	1	1710	+	GH35
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS10685	1754	3385	+	CE20|CE20
CGC1	TC	NZ_GL622542	HMPREF1016_RS10690	3431	4927	+	2.A.2.3.4
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS10695	5017	5988	+	GH43_1
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS10700	6122	8077	+	GH67
CGC1	TF	NZ_GL622542	HMPREF1016_RS10705	8358	12455	+	HTH_AraC|HTH_AraC
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS10710	12531	15113	-	GH115
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS10715	15205	17355	-	GH95
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS20970	17345	18457	-	CE6
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS19820	18482	20923	-	CE15|GH8
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS10725	20987	22933	-	GH97
CGC1	TF	NZ_GL622542	HMPREF1016_RS10730	23177	26284	+	HTH_AraC
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS10735	26546	28999	+	GH31_4
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS10740	29063	31504	-	GH43_10|CBM91
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS10745	31548	32696	-	CE1
CGC1	TF	NZ_GL622542	HMPREF1016_RS10750	33008	33646	-	none
CGC1	null	NZ_GL622542	HMPREF1016_RS10755;Parent	33661	34029	-	null
CGC1	null	NZ_GL622542	HMPREF1016_RS10760;Parent	34340	34867	+	null
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS10765	34908	36896	-	GH5_21
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS10770	37001	39160	-	GH10
CGC1	null	NZ_GL622542	HMPREF1016_RS10775;Parent	39172	40218	-	null
CGC1	null	NZ_GL622542	HMPREF1016_RS10780;Parent	40248	42056	-	null
CGC1	null	NZ_GL622542	HMPREF1016_RS10785;Parent	42073	44937	-	null
CGC1	null	NZ_GL622542	HMPREF1016_RS10790;Parent	44982	46925	-	null
CGC1	TC	NZ_GL622542	HMPREF1016_RS10795	46937	50092	-	1.B.14.6.1
CGC1	CAZyme	NZ_GL622542	HMPREF1016_RS10800	50364	52097	-	GH43_12|CBM91
