CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	NC_015977	RHOM_RS11115	1	1305	-	GH3
CGC1	CAZyme	NC_015977	RHOM_RS11120	1389	3704	-	GH1
CGC1	CAZyme	NC_015977	RHOM_RS11125	3818	4981	-	CE17|CBM35inCE17
CGC1	CAZyme	NC_015977	RHOM_RS11130	5022	6077	-	CE2
CGC1	CAZyme	NC_015977	RHOM_RS11135	6222	7244	-	GH130_2
CGC1	CAZyme	NC_015977	RHOM_RS11140	7299	8474	-	GH130_1
CGC1	null	NC_015977	RHOM_RS11145;Parent	8487	9719	-	null
CGC1	TC	NC_015977	RHOM_RS17790	9742	10596	-	3.A.1.1.18
CGC1	TC	NC_015977	RHOM_RS17795	10597	11643	-	3.A.1.1.20
CGC1	STP	NC_015977	RHOM_RS11160	11735	13186	-	SBP_bac_1
CGC1	TF	NC_015977	RHOM_RS16565	13486	14436	+	HTH_AraC
CGC1	TF	NC_015977	RHOM_RS11170	14433	15464	-	LacI
CGC1	CAZyme	NC_015977	RHOM_RS11175	15480	17684	-	GH36
