CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	TC	JABKKE010000021	HPS55_11505	3595	6867	-	1.B.14.6.1
CGC1	null	JABKKE010000021	HPS55_11510	6870	8612	-	null
CGC1	null	JABKKE010000021	HPS55_11515	8643	10769	-	null
CGC1	null	JABKKE010000021	HPS55_11520	10791	12533	-	null
CGC1	TC	JABKKE010000021	HPS55_11525	12569	15961	-	1.B.14.6.1
CGC1	null	JABKKE010000021	HPS55_11530	15974	18892	-	null
CGC1	null	JABKKE010000021	HPS55_11535	19179	19796	-	null
CGC1	null	JABKKE010000021	HPS55_11540	19883	22498	-	null
CGC1	CAZyme	JABKKE010000021	HPS55_11545	22721	27238	-	PL11|PL11_1
CGC1	CAZyme	JABKKE010000021	HPS55_11550	27775	30366	+	GH3| GH3
CGC1	CAZyme	JABKKE010000021	HPS55_11560	32394	33836	+	CBM13| GH43_7|GH43_7
CGC1	CAZyme	JABKKE010000021	HPS55_11565	34118	36730	+	 PL11_1|PL11_1
CGC1	CAZyme	JABKKE010000021	HPS55_11570	36974	39952	+	 GH2|GH2
CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	JABKKE010000021	HPS55_11495	1	1419	-	CE2
CGC1	null	JABKKE010000021	HPS55_11500;Parent	1528	3105	-	null
CGC1	TC	JABKKE010000021	HPS55_11505	3595	6867	-	1.B.14.6.1
CGC1	null	JABKKE010000021	HPS55_11510;Parent	6870	8612	-	null
CGC1	null	JABKKE010000021	HPS55_11515;Parent	8643	10769	-	null
CGC1	null	JABKKE010000021	HPS55_11520;Parent	10791	12533	-	null
CGC1	TC	JABKKE010000021	HPS55_11525	12569	15961	-	1.B.14.6.1
CGC1	null	JABKKE010000021	HPS55_11530;Parent	15974	18892	-	null
CGC1	null	JABKKE010000021	HPS55_11535;Parent	19179	19796	-	null
CGC1	null	JABKKE010000021	HPS55_11540;Parent	19883	22498	-	null
CGC1	CAZyme	JABKKE010000021	HPS55_11545	22721	27238	-	PL11_1
CGC1	CAZyme	JABKKE010000021	HPS55_11550	27775	30366	+	GH3
CGC1	CAZyme	JABKKE010000021	HPS55_11560	32394	33836	+	GH43_7|GH43_7
CGC1	CAZyme	JABKKE010000021	HPS55_11565	34118	36730	+	PL11_1
CGC1	CAZyme	JABKKE010000021	HPS55_11570	36974	39952	+	GH2
