genome	pulid	contigid	start	end	pattern
CP129143	PUL1	CP129143.1	82046	93966	GH43_24;GH35-unk-unk-GH43_24-susD-susC
CP129143	PUL2	CP129143.1	158611	174034	GH20-GH125-GH63-unk-unk-GH92-susD-susC
CP129143	PUL3	CP129143.1	266490	296109	susC-susD-unk-unk-CE7-GH97-GH2_4-GH2_20-unk-GH3-unk-unk-susC-susD-GH105
CP129143	PUL4	CP129143.1	328135	370814	GH127-GH125-GH43_34-GH92-unk-unk-unk-susD-susC-GH76-unk-unk-unk-GH74-unk-unk-GH109-GH109-unk-unk-susC-unk-GH109-GH3
CP129143	PUL5	CP129143.1	378457	391907	GH92-unk-GH2_18-GH125-GH76-unk-susD-susC
CP129143	PUL6	CP129143.1	454628	460694	susC-susD-GH30_3
CP129143	PUL7	CP129143.1	509912	546665	susD-susC-GH26-unk-unk-susD-susC-GH5_2-GH5_7-CE7-unk-GH2_1-GH94-unk-GH97-unk-unk-GH3-GH3
CP129143	PUL8	CP129143.1	632412	644325	susD-susC-unk-unk-susC-susD
CP129143	PUL9	CP129143.1	675176	684945	GH3-CE1-unk-susD-susC
CP129143	PUL10	CP129143.1	694203	727676	GH43_33-GH2_2-unk-susC-susD-unk-GH5_4-GH97-GH2_10-GH42-GH2_10-GH29-GH31_4-GH43_16;CE20
CP129143	PUL11	CP129143.1	736126	758977	susC-susD-CBM32;GH43_28-GH144-GH3-susC-susD-GH3-unk-GH144-susC
CP129143	PUL12	CP129143.1	765786	774242	GH9-unk-susD-susC
CP129143	PUL13	CP129143.1	815410	825619	GH2_17-GH26-unk-susD-susC
CP129143	PUL14	CP129143.1	833792	850019	susC-susD-GH63-GH2_10-unk-unk-GH2_10-GH63
CP129143	PUL15	CP129143.1	880224	909285	CE1-unk-GH43_28;CBM32-CBM32;GH43_28-unk-GH3-unk-GH144-susD-susC-GH172-unk-unk-GH172-unk-CBM57;GH2_2-GH3
CP129143	PUL16	CP129143.1	954979	972487	susC-susD-unk-GH3-GH3-GH5_25-GH3-GH78;CBM67
CP129143	PUL17	CP129143.1	976555	981637	susC-susD
CP129143	PUL18	CP129143.1	1013021	1030364	GH13_36-GH172-GH92-susD-susC-unk-unk-unk-GH172
CP129143	PUL19	CP129143.1	1119464	1144454	GH9-unk-susD-susC-GH31_3-unk-GH9-unk-unk-GH9-CE20
CP129143	PUL20	CP129143.1	1243994	1253279	GH183-GH97-susD-susC-GH172
CP129143	PUL21	CP129143.1	1263116	1297582	GH172-susC-susD-unk-GH183-unk-GH116;CBM38-GH97-GH125-GH172-susC-susD-unk-GH172-GH183-GH76-unk-GH38-GH172
CP129143	PUL22	CP129143.1	1310661	1353067	GH2_10;CBM32-unk-GH97-GH38-GH127-GH76-GH125-susC-susD-unk-GH76-GH92-GH78;CBM67-GH3-GH31_3-unk-unk-unk-unk-GH43_35
CP129143	PUL23	CP129143.1	1365223	1391756	susC-susD-GH2_18-unk-susC-susD-GH43_31-GH43_31-GH43_31-GH43_3-GH78;CBM67-GH182
CP129143	PUL24	CP129143.1	1402151	1406685	susC-susD
CP129143	PUL25	CP129143.1	1447416	1463144	PL8_2-unk-GH117-PL30-GH2_6-susD-susC
CP129143	PUL26	CP129143.1	1555600	1571262	susC-susD-GH3-CE1-CE1-CE1-GH3-GH3
CP129143	PUL27	CP129143.1	1587167	1592128	susD-susC
CP129143	PUL28	CP129143.1	1614200	1642632	susC-susD-unk-unk-GH43_12;CBM91-GH5_4-unk-GH31_4-GH2_1-GH3-GH95
CP129143	PUL29	CP129143.1	1910677	1922345	susD-susC-unk-unk-susD-susC
CP129143	PUL30	CP129143.1	1923498	1927990	susD-susC
CP129143	PUL31	CP129143.1	1931158	1935693	susD-susC
CP129143	PUL32	CP129143.1	1938292	1942686	susD-susC
CP129143	PUL33	CP129143.1	1945211	1950014	susC-susD
CP129143	PUL34	CP129143.1	1952831	1957323	susC-susD
CP129143	PUL35	CP129143.1	1952831	1957323	susC-susD
CP129143	PUL36	CP129143.1	1958476	1963011	susC-susD
CP129143	PUL37	CP129143.1	1966131	1970760	susC-susD
CP129143	PUL38	CP129143.1	2000534	2009464	susC-susD-GH30_4-GH2_1
CP129143	PUL39	CP129143.1	2040961	2051500	susC-susD-unk-GH125-unk-GH92
CP129143	PUL40	CP129143.1	2152567	2157410	susC-susD
CP129143	PUL41	CP129143.1	2310247	2327176	GH116-susC-susD-GH33-GH172-GH3-GH20-GH116
CP129143	PUL42	CP129143.1	2368432	2391426	GH92-unk-unk-GH92-susC-susD-unk-unk-unk-unk-GH92-unk-GH130_2-GH92
CP129143	PUL43	CP129143.1	2555207	2569977	susC-susD-GH32-GH32-GH172-CBM38;GH32-GH32
CP129143	PUL44	CP129143.1	2656204	2666193	susC-susD-unk-unk-unk-unk-GH13_14
CP129143	PUL45	CP129143.1	2786412	2797761	susC-susD-unk-GH16_3-GH158-GH3
CP129143	PUL46	CP129143.1	2983231	2988064	susC-susD
CP129143	PUL47	CP129143.1	3239883	3244591	susC-susD
CP129143	PUL48	CP129143.1	3512772	3519121	susC-susD-GH33
CP129143	PUL49	CP129143.1	3855868	3868418	GH97-GH31-GH66-unk-unk-susD-susC
CP129143	PUL50	CP129143.1	4219356	4226498	susC-susD-unk-GH18
CP129143	PUL51	CP129143.1	4268533	4305437	GH115-GH2_1-GH30_2-GH43_9;GH28-susD-susC-unk-unk-GH28-GH2_1-unk-CE4;CE12-susD-susC-unk-PL27
CP129143	PUL52	CP129143.1	4478195	4496620	GH55_3-GH55_3-unk-susD-susC-unk-unk-unk-unk-GH9
CP129143	PUL53	CP129143.1	4572328	4586682	GH97-GH13_48-unk-unk-susD-susC-unk-GH9
