genome	pulid	contigid	start	end	pattern
CP065889	PUL1	CP065889.1	126952	151942	CE20-GH9-unk-unk-GH9-unk-GH31_3-susC-susD-unk-GH9
CP065889	PUL2	CP065889.1	241042	258385	GH172-unk-unk-unk-susC-susD-GH92-GH172-GH13_36
CP065889	PUL3	CP065889.1	289769	294851	susD-susC
CP065889	PUL4	CP065889.1	298919	316427	GH78;CBM67-GH3-GH5_25-GH3-GH3-unk-susD-susC
CP065889	PUL5	CP065889.1	362121	391182	GH3-CBM57;GH2_2-unk-GH172-unk-unk-GH172-susC-susD-GH144-unk-GH3-unk-CBM32;GH43_28-GH43_28;CBM32-unk-CE1
CP065889	PUL6	CP065889.1	421387	437614	GH63-GH2_10-unk-unk-GH2_10-GH63-susD-susC
CP065889	PUL7	CP065889.1	445787	455996	susC-susD-unk-GH26-GH2_17
CP065889	PUL8	CP065889.1	497164	505620	susC-susD-unk-GH9
CP065889	PUL9	CP065889.1	512429	535280	susC-GH144-unk-GH3-susD-susC-GH3-GH144-CBM32;GH43_28-susD-susC
CP065889	PUL10	CP065889.1	543730	577203	GH43_16;CE20-GH31_4-GH29-GH2_10-GH42-GH2_10-GH97-GH5_4-unk-susD-susC-unk-GH2_2-GH43_33
CP065889	PUL11	CP065889.1	586461	596230	susC-susD-unk-CE1-GH3
CP065889	PUL12	CP065889.1	627081	638994	susD-susC-unk-unk-susC-susD
CP065889	PUL13	CP065889.1	724741	761494	GH3-GH3-unk-unk-GH97-unk-GH94-GH2_1-unk-CE7-GH5_7-GH5_2-susC-susD-unk-unk-GH26-susC-susD
CP065889	PUL14	CP065889.1	810712	816778	GH30_3-susD-susC
CP065889	PUL15	CP065889.1	879498	892948	susC-susD-unk-GH76-GH125-GH2_18-unk-GH92
CP065889	PUL16	CP065889.1	900591	943270	GH3-GH109-unk-susC-unk-unk-GH109-GH109-unk-unk-GH74-unk-unk-unk-GH76-susC-susD-unk-unk-unk-GH92-GH43_34-GH125-GH127
CP065889	PUL17	CP065889.1	975296	1004915	GH105-susD-susC-unk-unk-GH3-unk-GH2_20-GH2_4-GH97-CE7-unk-unk-susD-susC
CP065889	PUL18	CP065889.1	1097371	1112794	susC-susD-GH92-unk-unk-GH63-GH125-GH20
CP065889	PUL19	CP065889.1	1177439	1189359	susC-susD-GH43_24-unk-unk-GH43_24;GH35
CP065889	PUL20	CP065889.1	1394424	1408778	GH9-unk-susC-susD-unk-unk-GH13_48-GH97
CP065889	PUL21	CP065889.1	1484486	1502911	GH9-unk-unk-unk-unk-susC-susD-unk-GH55_3-GH55_3
CP065889	PUL22	CP065889.1	1675669	1712573	PL27-unk-susC-susD-CE4;CE12-unk-GH2_1-GH28-unk-unk-susC-susD-GH43_9;GH28-GH30_2-GH2_1-GH115
CP065889	PUL23	CP065889.1	1754608	1761750	GH18-unk-susD-susC
CP065889	PUL24	CP065889.1	2112688	2125238	susC-susD-unk-unk-GH66-GH31-GH97
CP065889	PUL25	CP065889.1	2461985	2468334	GH33-susD-susC
CP065889	PUL26	CP065889.1	2736519	2741227	susD-susC
CP065889	PUL27	CP065889.1	2993046	2997879	susD-susC
CP065889	PUL28	CP065889.1	3183348	3194697	GH3-GH158-GH16_3-unk-susD-susC
CP065889	PUL29	CP065889.1	3314916	3324905	GH13_14-unk-unk-unk-unk-susD-susC
CP065889	PUL30	CP065889.1	3411132	3425902	GH32-CBM38;GH32-GH172-GH32-GH32-susD-susC
CP065889	PUL31	CP065889.1	3589682	3612676	GH92-GH130_2-unk-GH92-unk-unk-unk-unk-susD-susC-GH92-unk-unk-GH92
CP065889	PUL32	CP065889.1	3653932	3670861	GH116-GH20-GH3-GH172-GH33-susD-susC-GH116
CP065889	PUL33	CP065889.1	3823698	3828541	susD-susC
CP065889	PUL34	CP065889.1	3929608	3940147	GH92-unk-GH125-unk-susD-susC
CP065889	PUL35	CP065889.1	3971644	3980574	GH2_1-GH30_4-susD-susC
CP065889	PUL36	CP065889.1	4010348	4015214	susD-susC
CP065889	PUL37	CP065889.1	4017739	4022133	susC-susD
CP065889	PUL38	CP065889.1	4024732	4029267	susC-susD
CP065889	PUL39	CP065889.1	4032435	4036927	susC-susD
CP065889	PUL40	CP065889.1	4032435	4036927	susC-susD
CP065889	PUL41	CP065889.1	4038080	4049748	susC-susD-unk-unk-susC-susD
CP065889	PUL42	CP065889.1	4317792	4346224	GH95-GH3-GH2_1-GH31_4-unk-GH5_4-GH43_12;CBM91-unk-unk-susD-susC
CP065889	PUL43	CP065889.1	4368296	4373257	susC-susD
CP065889	PUL44	CP065889.1	4389162	4404824	GH3-GH3-CE1-CE1-CE1-GH3-susD-susC
CP065889	PUL45	CP065889.1	4497279	4513007	susC-susD-GH2_6-PL30-GH117-unk-PL8_2
CP065889	PUL46	CP065889.1	4553738	4558272	susD-susC
CP065889	PUL47	CP065889.1	4568667	4595200	GH182-GH78;CBM67-GH43_3-GH43_31-GH43_31-GH43_31-susD-susC-unk-GH2_18-susD-susC
CP065889	PUL48	CP065889.1	4607356	4649762	GH43_35-unk-unk-unk-unk-GH31_3-GH3-GH78;CBM67-GH92-GH76-unk-susD-susC-GH125-GH76-GH127-GH38-GH97-unk-GH2_10;CBM32
CP065889	PUL49	CP065889.1	4662841	4697306	GH172-GH38-unk-GH76-GH183-GH172-unk-susD-susC-GH172-GH125-GH97-GH116;CBM38-unk-GH183-unk-susD-susC-GH172
