genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
HF548278	PUL1	HF548278.1_10	HF548278.1	13328	15247	-	0	HF548278.1_10		GH43_4	
HF548278	PUL1	HF548278.1_11	HF548278.1	15260	15652	-	13	HF548278.1_11			
HF548278	PUL1	HF548278.1_12	HF548278.1	15719	17461	-	67	HF548278.1_12	susD		
HF548278	PUL1	HF548278.1_13	HF548278.1	17516	20698	-	55	HF548278.1_13	susC		
HF548278	PUL1	HF548278.1_14	HF548278.1	20720	22462	-	22	HF548278.1_14	susD		
HF548278	PUL1	HF548278.1_15	HF548278.1	22470	25586	-	8	HF548278.1_15	susC		
HF548278	PUL1	HF548278.1_16	HF548278.1	25639	25983	-	53	HF548278.1_16			
HF548278	PUL1	HF548278.1_17	HF548278.1	26357	28180	-	374	HF548278.1_17			
HF548278	PUL1	HF548278.1_18	HF548278.1	28303	32475	-	123	HF548278.1_18			
HF548278	PUL1	HF548278.1_19	HF548278.1	32595	34079	+	120	HF548278.1_19		GH43_4	
HF548278	PUL1	HF548278.1_20	HF548278.1	34112	36985	+	33	HF548278.1_20		GH43_29;GH51_2	
