genome	pulid	contigid	start	end	pattern
NC_014934	PUL1	NC_014934.1	506279	519939	susC-susD-unk-unk-unk-unk-PL12-PL6_1;PL6
NC_014934	PUL2	NC_014934.1	539425	544057	susD-susC
NC_014934	PUL3	NC_014934.1	551838	562773	GH16_3-GH3-CBM103;GH16_3-unk-susD-susC
NC_014934	PUL4	NC_014934.1	718462	723289	susC-susD
NC_014934	PUL5	NC_014934.1	842384	852202	GH36-unk-susD-susC
NC_014934	PUL6	NC_014934.1	869715	874818	susD-susC
NC_014934	PUL7	NC_014934.1	888870	893748	susD-susC
NC_014934	PUL8	NC_014934.1	979413	983885	susD-susC
NC_014934	PUL9	NC_014934.1	1069287	1074116	susC-susD
NC_014934	PUL10	NC_014934.1	1117308	1128287	GH13_38-GH65-unk-unk-susC-susD
NC_014934	PUL11	NC_014934.1	1498508	1503559	susC-susD
NC_014934	PUL12	NC_014934.1	1794292	1801688	susD-susC-unk-unk-GT9
NC_014934	PUL13	NC_014934.1	2281222	2303240	susC-susD-unk-CE6-unk-susC-susD-unk-GH173-GH130_5-GH173-unk-unk-unk-GT30
NC_014934	PUL14	NC_014934.1	2808701	2860969	GH29-unk-susD-susC-GH16_16-unk-GH140-GH29-unk-unk-GH29-GH29-unk-unk-unk-unk-GH29-GH2_11-GH117-GH28-GH16_11-unk-GH28-unk-GH74-unk-unk-unk-unk-susD-susC
NC_014934	PUL15	NC_014934.1	2909186	2936910	GH117-GH2_1-unk-susC-susD-unk-unk-susC-susD-unk-GH13_47-unk-unk-GH13_46
NC_014934	PUL16	NC_014934.1	3122164	3126781	susC-susD
NC_014934	PUL17	NC_014934.1	3755946	3768307	susC-susD-susC-susD-unk-CBM4
NC_014934	PUL18	NC_014934.1	4094538	4102593	GH2_4-GH5_4-susD-susC
NC_014934	PUL19	NC_014934.1	4807160	4815133	PL7-unk-unk-susD-susC
