genome	pulid	protein_id	contig	start	end	strand	dist	protein_name	sus	hmm	active
GL882630	PUL1	GL882630.1_1	GL882630.1	479	2131	-	0	GL882630.1_1		GH27	
GL882630	PUL1	GL882630.1_2	GL882630.1	2559	3701	+	428	GL882630.1_2			
GL882630	PUL1	GL882630.1_3	GL882630.1	3722	4108	+	21	GL882630.1_3			
GL882630	PUL1	GL882630.1_4	GL882630.1	4456	7632	+	348	GL882630.1_4	susC		
GL882630	PUL1	GL882630.1_5	GL882630.1	7675	9354	+	43	GL882630.1_5	susD		
GL882630	PUL1	GL882630.1_6	GL882630.1	9387	11189	+	33	GL882630.1_6			
GL882630	PUL1	GL882630.1_7	GL882630.1	11323	12891	-	134	GL882630.1_7		CBM91;GH43_12	
GL882630	PUL1	GL882630.1_8	GL882630.1	13133	14878	+	242	GL882630.1_8		GH5_4	
GL882630	PUL1	GL882630.1_9	GL882630.1	15119	19177	+	241	GL882630.1_9			
GL882630	PUL1	GL882630.1_10	GL882630.1	19314	22190	+	137	GL882630.1_10		GH31_4	
GL882630	PUL1	GL882630.1_11	GL882630.1	22205	24811	+	15	GL882630.1_11		GH2_1	
GL882630	PUL1	GL882630.1_12	GL882630.1	24886	27099	+	75	GL882630.1_12		GH3	
GL882630	PUL1	GL882630.1_13	GL882630.1	27308	29812	+	209	GL882630.1_13		GH95	
GL882630	PUL2	GL882630.1_20	GL882630.1	36316	37581	-	6504	GL882630.1_20		GH154	
GL882630	PUL2	GL882630.1_21	GL882630.1	37589	37879	-	8	GL882630.1_21			
GL882630	PUL2	GL882630.1_22	GL882630.1	38354	40126	-	475	GL882630.1_22			
GL882630	PUL2	GL882630.1_23	GL882630.1	40363	41637	-	237	GL882630.1_23		GH88	
GL882630	PUL2	GL882630.1_24	GL882630.1	41669	43378	-	32	GL882630.1_24	susD		
GL882630	PUL2	GL882630.1_25	GL882630.1	43392	46526	-	14	GL882630.1_25	susC		
GL882630	PUL2	GL882630.1_26	GL882630.1	46824	48662	+	298	GL882630.1_26		PL35	
GL882630	PUL2	GL882630.1_27	GL882630.1	48716	49984	+	54	GL882630.1_27			
GL882630	PUL2	GL882630.1_28	GL882630.1	50030	52288	+	46	GL882630.1_28		GH95	
GL882630	PUL2	GL882630.1_29	GL882630.1	52311	55229	+	23	GL882630.1_29		GH2	
