genome	pulid	contigid	start	end	pattern
NZ_CP028092	PUL1	NZ_CP028092.1	136410	144433	susC-susD-unk-GH26-GH26
NZ_CP028092	PUL2	NZ_CP028092.1	209394	213872	susC-susD
NZ_CP028092	PUL3	NZ_CP028092.1	359421	386125	GH97-GH92-unk-unk-GH92-unk-GH43_34-unk-susC-susD-unk-unk-unk-unk-GH109
NZ_CP028092	PUL4	NZ_CP028092.1	567170	601569	susC-susD-unk-unk-unk-GH5_5-GH140-susC-susD-unk-unk-unk-GH3-unk-unk-AA3
NZ_CP028092	PUL5	NZ_CP028092.1	637704	642823	susC-susD
NZ_CP028092	PUL6	NZ_CP028092.1	1847319	1863167	CE1-unk-unk-unk-GH3-GH144-GH144-unk-susD-susC
NZ_CP028092	PUL7	NZ_CP028092.1	1876357	1889326	susC-susD-unk-unk-GH188-GH89-GH89
NZ_CP028092	PUL8	NZ_CP028092.1	1897483	1902276	susD-susC
NZ_CP028092	PUL9	NZ_CP028092.1	1919006	1928707	GH127-unk-susD-susC
NZ_CP028092	PUL10	NZ_CP028092.1	1939590	1944172	susD-susC
NZ_CP028092	PUL11	NZ_CP028092.1	2026939	2031524	susC-susD
NZ_CP028092	PUL12	NZ_CP028092.1	2048590	2064675	CE1-GH10-unk-susD-unk-susD-susC-GH43_12;CBM91
NZ_CP028092	PUL13	NZ_CP028092.1	2122116	2126817	susD-susC
NZ_CP028092	PUL14	NZ_CP028092.1	2437287	2442191	susC-susD
NZ_CP028092	PUL15	NZ_CP028092.1	2552223	2557219	susC-susD
NZ_CP028092	PUL16	NZ_CP028092.1	2602194	2606811	susD-susC
NZ_CP028092	PUL17	NZ_CP028092.1	2620135	2654379	GT20-unk-unk-unk-susC-susD-unk-GH13_48-GH13_48-GH97-GH13_9-GH13_16-GH13_3-GH13_10-GH57_6-GH13_26-GH77
NZ_CP028092	PUL18	NZ_CP028092.1	2947130	2960499	CBM91;GH43_8-GH43_26-GH2_18-GH172-GH43_31-GH43_26-susD-susC
NZ_CP028092	PUL19	NZ_CP028092.1	3136400	3141162	susC-susD
NZ_CP028092	PUL20	NZ_CP028092.1	3273478	3282791	GH30_3-GH30_3-unk-susD-susC
NZ_CP028092	PUL21	NZ_CP028092.1	3332466	3344106	GH158-unk-susC-susD-CBM103-GH16_3
NZ_CP028092	PUL22	NZ_CP028092.1	3389671	3394327	susD-susC
NZ_CP028092	PUL23	NZ_CP028092.1	3566516	3574426	GH9-unk-unk-susD-susC
NZ_CP028092	PUL24	NZ_CP028092.1	3578768	3583702	susD-susC
NZ_CP028092	PUL25	NZ_CP028092.1	3771845	3776310	susD-susC
NZ_CP028092	PUL26	NZ_CP028092.1	4570390	4575110	susC-susD
NZ_CP028092	PUL27	NZ_CP028092.1	4603291	4614102	GH115-unk-unk-susD-susC
NZ_CP028092	PUL28	NZ_CP028092.1	5054590	5065917	susC-susD-unk-GH115-unk-GH67
NZ_CP028092	PUL29	NZ_CP028092.1	5111853	5136160	GH125-susC-susD-unk-GH76-GH92-unk-unk-unk-unk-susD-susC-unk-unk-GH78;CBM67
