genome	pulid	contigid	start	end	pattern
NZ_JH815203	PUL1	NZ_JH815203.1	40636	65987	GH16_3-unk-unk-GH16_3-unk-susC-susD-GH26-unk-GH3-unk-GH3-unk-unk-unk-GH95
NZ_JH815203	PUL2	NZ_JH815203.1	127423	145527	susC-GH20-unk-unk-susC-susD-unk-unk-GH27-GH123_3-GH123_3
NZ_JH815203	PUL3	NZ_JH815203.1	384150	410513	susC-susD-GH85-unk-unk-GH84-GH92-GH20-GH20-unk-GH130_2-GH92
NZ_JH815203	PUL4	NZ_JH815203.1	518849	531294	GH3-unk-unk-unk-susD-susC
NZ_JH815203	PUL5	NZ_JH815203.1	568002	581889	GH2_10-unk-GH20-unk-susD-susC
NZ_JH815203	PUL6	NZ_JH815203.1	620261	624738	susD-susC
NZ_JH815203	PUL7	NZ_JH815203.1	992895	997497	susD-susC
NZ_JH815203	PUL8	NZ_JH815203.1	1010037	1014797	susC-susD
NZ_JH815203	PUL9	NZ_JH815203.1	1128647	1133676	susD-susC
NZ_JH815203	PUL10	NZ_JH815203.1	1192881	1213638	CE17-unk-unk-GH173-unk-unk-unk-GH173-susD-susC-unk-unk-GH130_5
